row_label_raw,row_label_full,col_0,col_1,31.12.2023VND,31.12.2022VND,numeric__col_1,numeric__31.12.2023VND,numeric__31.12.2022VND
,,,,31.12.2023VND,31.12.2022VND,,,
(b),(b),(b),"Chi phí thuê (bản quyền, văn phòng, kênh,đường truyền, cấp quang)",91.820.229.363,92.115.687.632,,91820229363.0,92115687632.0
(b),(b),(b),Khác,32.327.788.891,33.363.257.864,,32327788891.0,33363257864.0
(b),(b),(b),,124.148.018.254,125.478.945.496,,124148018254.0,125478945496.0
(b),(b),(b),Dài hạn,,,,,
(b),(b),(b),,31.12.2023VND,31.12.2022VND,,,
(b),(b) > (b),(b),Chi phí triển khai dịch vụ cho thuêbao mới (*),1.611.745.683.907,1.702.047.122.673,,1611745683907.0,1702047122673.0
(b),(b) > (b),(b),Chi phí thuê văn phòng,210.117.647.044,215.647.058.812,,210117647044.0,215647058812.0
(b),(b) > (b),(b),Khác,122.232.793.592,175.980.908.002,,122232793592.0,175980908002.0
(b),(b) > (b),(b),,1.944.096.124.543,2.093.675.089.487,,1944096124543.0,2093675089487.0
