row_label_raw,row_label_full,col_0,col_1,31.12.2023VND,31.12.2022VND,numeric__col_1,numeric__31.12.2023VND,numeric__31.12.2022VND
v),v),v),Phải trả người bán ngắn hạn (Thuyết minh 14),,,,,
v),v) > v),v),Công ty TNHH Truyền hình FPT,78.727.859.207,159.661.625.515,,78727859207.0,159661625515.0
v),v) > v),v),Công ty TNHH MTV Viễn thông Quốc tế FPT,50.610.447.212,5.539.431.586,,50610447212.0,5539431586.0
v),v) > v),v),Công ty Cổ phần FPT,23.901.264.269,21.875.373.287,,23901264269.0,21875373287.0
v),v) > v),v),Công ty TNHH Hệ thống Thông tin FPT,6.080.065.346,88.460.580.481,,6080065346.0,88460580481.0
v),v) > v),v),Công ty TNHH Phân phối Synnex FPT,4.709.735.828,10.093.872.940,,4709735828.0,10093872940.0
v),v) > v),v),Công ty TNHH FPT Smart Cloud,1.448.354.136,852.262.366,,1448354136.0,852262366.0
v),v) > v),v),Công ty TNHH MTV Viễn thông FPT Tân Thuận,1.203.434.612,2.846.172.529,,1203434612.0,2846172529.0
v),v) > v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,682.020.400,1.367.240.400,,682020400.0,1367240400.0
v),v) > v),v),Công ty Cổ phần Dịch vụ Trực tuyến FPT,992.923.155,285.012.000,,992923155.0,285012000.0
v),v) > v),v),Công ty TNHH Phần mềm FPT,405.514.725,231.227.918,,405514725.0,231227918.0
v),v) > v),v),Các công ty thành viên khác cùng Tập đoàn,31.533.653,-,,31533653.0,
v),v) > v),v),,168.793.152.543,291.212.799.022,,168793152543.0,291212799022.0
vi),vi),vi),Chi phí lãi vay phải trả ngắn hạn (Thuyết minh 16),,,,,
vi),vi) > vi),vi),Công ty Cổ phần Công nghệ Viễn thông FPT,61.063.511,559.300.878,,61063511.0,559300878.0
vi),vi) > vi),vi),Công ty TNHH MTV Viễn thông FPT Tân Thuận,161.546.205,-,,161546205.0,
vi),vi) > vi),vi),,222.609.716,559.300.878,,222609716.0,559300878.0
vii),vii),vii),Phải trả ngắn hạn khác (Thuyết minh 18),,,,,
vii),vii) > vii),vii),Cổ tức phải trả,2.337.167.833,1.976.966.183,,2337167833.0,1976966183.0
vii),vii) > vii),vii),Thu hộ trả hộ,742.937.594,3.005.382.213,,742937594.0,3005382213.0
vii),vii) > vii),vii),Trong đó:- Công ty TNHH MTV Viễn thông Quốc tế FPT- Các công ty thành viên khác cùng Tập đoàn,-742.937.594,2.915.939.25489.442.959,,-742937594.0,2.9159392548944294e+17
vii),vii) > vii),vii),,3.080.105.427,4.982.348.396,,3080105427.0,4982348396.0
viii),viii),viii),Vay ngắn hạn (Thuyết minh 19),,,,,
viii),viii) > viii),viii),Công ty Cổ phần Công nghệ Viễn thông FPT,16.139.671.151,82.316.458.936,,16139671151.0,82316458936.0
viii),viii) > viii),viii),Công ty TNHH MTV Viễn thông FPT Tân Thuận,43.842.698.322,-,,43842698322.0,
viii),viii) > viii),viii),,59.982.369.473,82.316.458.936,,59982369473.0,82316458936.0
