row_label_raw,row_label_full,33,Tiền thu từ đi vay,20.886.078.522.875,11.363.604.158.580,numeric__Tiền thu từ đi vay,numeric__20.886.078.522.875,numeric__11.363.604.158.580
34,34,34,Tiền chi trả nợ gốc vay,(20.085.502.821.463),(15.891.773.923.180),,-20085502821463.0,-15891773923180.0
36,36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",(984.658.412.350),(328.286.741.750),,-984658412350.0,-328286741750.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,(184.082.710.938),(4.856.456.506.350),,-184082710938.0,-4856456506350.0
50,50,50,Lưu chuyển tiền thuần trong năm,176.757.101.648,53.041.207.056,,176757101648.0,53041207056.0
60,60,60,Tiền và tương đương tiền đầu năm,3,97.553.590.241,,3.0,97553590241.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,485.691.894,(129.341.696),,485691894.0,-129341696.0
70,70,70,Tiền và tương đương tiền cuối năm,3,274.796.383.783,,3.0,274796383783.0
