row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,Thuyếtminh,2023VND,2022VND,,,,
100,Mãsố > 100,100,TÀI SẢN NGẮN HẠN,,10.124.632.662.935,8.780.811.006.173,,,10124632662935.0,8780811006173.0
110,Mãsố > 110,110,Tiền và các khoản tương đương tiền,3,274.796.383.783,97.553.590.241,,3.0,274796383783.0,97553590241.0
111,Mãsố > 111,111,Tiền,,66.469.696.196,97.090.949.782,,,66469696196.0,97090949782.0
112,Mãsố > 112,112,Các khoản tương đương tiền,,208.326.687.587,462.640.459,,,208326687587.0,462640459.0
120,Mãsố > 120,120,Đầu tư tài chính ngắn hạn,,100.000.000,100.000.000,,,100000000.0,100000000.0
123,Mãsố > 123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),100.000.000,100.000.000,,,100000000.0,100000000.0
130,Mãsố > 130,130,Các khoản phải thu ngắn hạn,,8.995.506.432.992,7.467.405.717.628,,,8995506432992.0,7467405717628.0
131,Mãsố > 131,131,Phải thu ngắn hạn của khách hàng,5,1.840.771.086.214,1.609.558.980.064,,5.0,1840771086214.0,1609558980064.0
132,Mãsố > 132,132,Trả trước cho người bán ngắn hạn,,16.579.788.810,35.913.891.761,,,16579788810.0,35913891761.0
135,Mãsố > 135,135,Phải thu về cho vay ngắn hạn,6,7.054.329.711.180,5.702.180.745.370,,6.0,7054329711180.0,5702180745370.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,7,652.578.344.918,537.309.091.724,,7.0,652578344918.0,537309091724.0
137,Mãsố > 137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(568.752.498.130),(417.556.991.291),,8.0,-568752498130.0,-417556991291.0
140,Mãsố > 140,140,Hàng tồn kho,9,728.991.583.619,993.454.476.951,,9.0,728991583619.0,993454476951.0
141,Mãsố > 141,141,Hàng tồn kho,,745.789.067.871,1.028.787.068.166,,,745789067871.0,1028787068166.0
149,Mãsố > 149,149,Dự phòng giảm giá hàng tồn kho,,(16.797.484.252),(35.332.591.215),,,-16797484252.0,-35332591215.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,,125.238.262.541,222.297.221.353,,,125238262541.0,222297221353.0
151,Mãsố > 151,151,Chỉ phí trả trước ngắn hạn,10(a),124.148.018.254,125.478.945.496,,,124148018254.0,125478945496.0
152,Mãsố > 152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",,999.114.115,4.065.447.791,,,999114115.0,4065447791.0
153,Mãsố > 153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),91.130.172,92.752.828.066,,,91130172.0,92752828066.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,8.521.254.536.494,8.261.740.953.655,,,8521254536494.0,8261740953655.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,9.978.779.471,9.591.983.225,,,9978779471.0,9591983225.0
216,Mãsố > 216,216,Phải thu dài hạn khác,,9.978.779.471,9.591.983.225,,,9978779471.0,9591983225.0
220,Mãsố > 220,220,Tài sản cố định,,5.875.573.656.890,5.478.596.790.176,,,5875573656890.0,5478596790176.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,11(a),5.321.152.454.328,4.863.513.528.701,,,5321152454328.0,4863513528701.0
222,Mãsố > 222,222,Nguyên giá,,12.063.922.190.133,10.639.823.383.374,,,12063922190133.0,10639823383374.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(6.742.769.735.805),(5.776.309.854.673),,,-6742769735805.0,-5776309854673.0
227,Mãsố > 227,227,Tài sản cố định vô hình,11(b),554.421.202.562,615.083.261.475,,,554421202562.0,615083261475.0
228,Mãsố > 228,228,Nguyên giá,,1.119.635.984.536,1.093.136.467.440,,,1119635984536.0,1093136467440.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(565.214.781.974),(478.053.205.965),,,-565214781974.0,-478053205965.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,170.356.165.578,178.001.216.679,,,170356165578.0,178001216679.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,12,170.356.165.578,178.001.216.679,,12.0,170356165578.0,178001216679.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,501.426.317.955,501.426.317.955,,,501426317955.0,501426317955.0
251,Mãsố > 251,251,Đầu tư vào công ty con,4(b),495.226.317.955,495.226.317.955,,,495226317955.0,495226317955.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),6.000.000.000,6.000.000.000,,,6000000000.0,6000000000.0
255,Mãsố > 255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,1.963.919.616.600,2.094.124.645.620,,,1963919616600.0,2094124645620.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,10(b),1.944.096.124.543,2.093.675.089.487,,,1944096124543.0,2093675089487.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,13,19.823.492.057,449.556.133,,13.0,19823492057.0,449556133.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,18.645.887.199.429,17.042.551.959.828,,,18645887199429.0,17042551959828.0
