row_label_raw,row_label_full,Thuế giá trị gia tăng,1/10/2020VND > 175.141.284.813,Số phải nộptrong nămVND > 13.522.409.387.473,Số đã nộptrong nămVND > (2.183.512.707.115),Số đã cán trừVND > (11.339.817.353.690),Phân loạiVND > (1.386.919.443),30/9/2021VND > 172.833.692.038,numeric__1/10/2020VND > 175.141.284.813,numeric__Số phải nộptrong nămVND > 13.522.409.387.473,numeric__Số đã nộptrong nămVND > (2.183.512.707.115),numeric__Số đã cán trừVND > (11.339.817.353.690),numeric__Phân loạiVND > (1.386.919.443),numeric__30/9/2021VND > 172.833.692.038
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,456.189.132,5.977.033.761,(6.267.355.109),-,-,165.867.784,456189132.0,5977033761.0,-6267355109.0,,,165867784.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,93.273.828.511,702.566.164.265,(629.606.456.169),-,5.296.564.045,171.530.100.652,93273828511.0,702566164265.0,-629606456169.0,,5296564045.0,171530100652.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.863.365.640,35.552.524.625,(36.761.584.196),(91.839.508),720.809,1.563.187.370,2863365640.0,35552524625.0,-36761584196.0,-91839508.0,720809.0,1563187370.0
Thuế khác,Thuế khác,Thuế khác,92.679.700,3.412.340.916,(3.412.499.896),-,(3.000.000),89.520.720,92679700.0,3412340916.0,-3412499896.0,,-3000000.0,89520720.0
,,,271.827.347.796,14.269.917.451.040,(2.859.560.602.485),(11.339.909.193.198),3.907.365.411,346.182.368.564,271827347796.0,14269917451040.0,-2859560602485.0,-11339909193198.0,3907365411.0,346182368564.0
