row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,Năm kết thúc ngày > 30/9/2021 VND,Năm kết thúc ngày > 30/9/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm kết thúc ngày > 30/9/2021 VND,numeric__Năm kết thúc ngày > 30/9/2020 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,48.987.333.712.285,27.765.155.626.306,1.0,28.0,48987333712285.0,27765155626306.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,260.811.478.549,234.406.112.472,2.0,28.0,260811478549.0,234406112472.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,28,48.726.522.233.736,27.530.749.513.834,10.0,28.0,48726522233736.0,27530749513834.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,29,39.853.124.052.753,22.903.482.165.423,11.0,29.0,39853124052753.0,22903482165423.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,8.873.398.180.983,4.627.267.348.411,20.0,,8873398180983.0,4627267348411.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,366.296.112.404,77.984.494.109,21.0,30.0,366296112404.0,77984494109.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,552.008.300.634,645.261.573.177,22.0,31.0,552008300634.0,645261573177.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,355.048.548.813,560.086.135.926,23.0,,355048548813.0,560086135926.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,3.344.487.236.554,2.221.083.074.110,25.0,32.0,3344487236554.0,2221083074110.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,425.816.363.938,459.978.781.905,26.0,33.0,425816363938.0,459978781905.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,4.917.382.392.261,1.378.928.413.328,30.0,,4917382392261.0,1378928413328.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,34,14.708.414.685,28.617.237.724,31.0,34.0,14708414685.0,28617237724.0
Chi phí khác,Chi phí khác,Chi phí khác,32,35,16.607.736.066,31.902.487.528,32.0,35.0,16607736066.0,31902487528.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,(1.899.321.381),(3.285.249.804),40.0,,-1899321381.0,-3285249804.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,4.915.483.070.880,1.375.643.163.524,50.0,,4915483070880.0,1375643163524.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,37,702.566.164.265,259.835.557.336,51.0,37.0,702566164265.0,259835557336.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,37,(100.577.155.644),(37.206.411.121),52.0,37.0,-100577155644.0,-37206411121.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),60,,4.313.494.062.259,1.153.014.017.309,60.0,,4313494062259.0,1153014017309.0
