row_label_raw,row_label_full,col_0,1/10/2020Giá trị ghi sổ/Số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Chênh lệchtỷ giáVND,30/9/2021Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__1/10/2020Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Chênh lệchtỷ giáVND,numeric__30/9/2021Giá trị ghi sổ/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.266.057.103.675,38.252.605.550.541,(38.690.118.916.257),1.344.677.818,4.829.888.415.777,5266057103675.0,38252605550541.0,-38690118916257.0,1344677818.0,4829888415777.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),724.728.971.847,640.800.000.000,(758.728.971.847),-,606.800.000.000,724728971847.0,640800000000.0,-758728971847.0,,606800000000.0
Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),32.658.569.664,8.164.642.416,(40.823.212.080),-,-,32658569664.0,8164642416.0,-40823212080.0,,
,,,6.023.444.645.186,38.901.570.192.957,(39.489.671.100.184),1.344.677.818,5.436.688.415.777,6023444645186.0,38901570192957.0,-39489671100184.0,1344677818.0,5436688415777.0
