row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,160.841.770.891,257.915.445.562,160841770891.0,257915445562.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,62.481.994.024,66.626.994.248,62481994024.0,66626994248.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,27.137.721.765,25.949.018.951,27137721765.0,25949018951.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,13.002.378.112,11.665.809.396,13002378112.0,11665809396.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,5.314.297.362,6.910.634.199,5314297362.0,6910634199.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,7.581.013.556,11.783.549.723,7581013556.0,11783549723.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,51.815.526.915,50.145.884.923,51815526915.0,50145884923.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,97.641.661.313,28.981.444.903,97641661313.0,28981444903.0
,,,425.816.363.938,459.978.781.905,425816363938.0,459978781905.0
