row_label_raw,row_label_full,col_0,Bên cho vay,Loại tiền,Hạn mức,Lãi suất,Lãi suất_1,Tài sản đảm bảo,numeric__Bên cho vay,numeric__Loại tiền,numeric__Hạn mức,numeric__Lãi suất,numeric__Lãi suất_1,numeric__Tài sản đảm bảo
,,,Bên cho vay,Loại tiền,Hạn mức,30/9/2021,1/10/2020,Tài sản đảm bảo,,,,,,
ix.,ix.,ix.,Ngân hàng Malayan Banking Berhad- Chi nhánh TP. Hồ Chí Minh,VNDUSD,6.6 triệu USD,"3,20% - 3,30%1,40%","4,10% - 4,70%1,80%",Hàng tồn kho,,,,,,
x.,x.,x.,Ngân hàng TMCP Công thương Việt Nam- Chi nhánh Nghệ An,VND,800 tỷ VND,-,"3,20% - 4,50%",Hàng tồn kho,,,,,,
xi.,xi.,xi.,Ngân hàng TMCP Công thương Việt Nam- Chi nhánh Bà Rịa Vũng Tàu,VND,200 tỷ VND,"3,10% - 4,40%",-,Tài sản cố định và hàng tồn kho,,,,,,
xii.,xi. > xii.,xii.,Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh TP. Hồ Chí Minh,VND,500 tỷ VND,"3,90%","4,50%",Không có tài sản đảm bảo,,,,0.039,0.045,
xiii.,xi. > xiii.,xiii.,Ngân Hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung Tâm,VND,1.000 tỷ VND,-,"5,00%",Quyền sử dụng đất và phải thu của khách hàng,,,,,0.05,
xiv.,xiv.,xiv.,Ngân Hàng TNHH CTBC - Chi nhánh TP. Hồ Chí Minh,VNDUSD,15 triệu USD,"3,60%1,50%","3,80% - 4,00%1,80% - 1,85%",Không có tài sản đảm bảo,,,,,,
