row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,643.035.977.672,884.532.511.683,643035977672.0,884532511683.0
Chi phí xuất khẩu,Chi phí xuất khẩu,Chi phí xuất khẩu,1.704.544.466.093,449.890.876.255,1704544466093.0,449890876255.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,356.516.789.419,219.517.108.970,356516789419.0,219517108970.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,165.968.395.956,167.094.144.203,165968395956.0,167094144203.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,162.547.696.297,160.274.877.997,162547696297.0,160274877997.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,60.905.209.032,81.107.806.439,60905209032.0,81107806439.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,69.488.023.995,71.910.732.695,69488023995.0,71910732695.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,181.480.678.090,186.755.015.868,181480678090.0,186755015868.0
,,,3.344.487.236.554,2.221.083.074.110,3344487236554.0,2221083074110.0
