row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,22.762.662.833.195,13.945.093.147.339,22762662833195.0,13945093147339.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,26.204.556.855.059,13.778.934.771.842,26204556855059.0,13778934771842.0
▪ Dịch vụ cung cấp và doanh thu khác,Tổng doanh thu > ▪ Dịch vụ cung cấp và doanh thu khác,▪ Dịch vụ cung cấp và doanh thu khác,20.114.024.031,41.127.707.125,20114024031.0,41127707125.0
,,,48.987.333.712.285,27.765.155.626.306,48987333712285.0,27765155626306.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,238.263.060.549,215.992.234.977,238263060549.0,215992234977.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,980.524.072,5.700.055.453,980524072.0,5700055453.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,21.567.893.928,12.713.822.042,21567893928.0,12713822042.0
,,,260.811.478.549,234.406.112.472,260811478549.0,234406112472.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,48.726.522.233.736,27.530.749.513.834,48726522233736.0,27530749513834.0
