row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý (i),Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý (i),Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý (i),numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý (i),numeric__Số đầu năm > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,1.840.143.486.750,,-,1.690.535.234.190,,-,1840143486750.0,,,1690535234190.0,,
- Đầu tư vào công ty con,- Đầu tư vào công ty con,- Đầu tư vào công ty con,1.700.033.486.750,,-,1.550.425.234.190,,-,1700033486750.0,,,1550425234190.0,,
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,880.593.089.954,,-,880.593.089.954,,-,880593089954.0,,,880593089954.0,,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,100.000.000.000,,-,100.000.000.000,,-,100000000000.0,,,100000000000.0,,
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,620.440.396.796,,-,519.702.144.236,,-,620440396796.0,,,519702144236.0,,
Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,99.000.000.000,,-,50.130.000.000,,-,99000000000.0,,,50130000000.0,,
- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,140.110.000.000,,-,140.110.000.000,,-,140110000000.0,,,140110000000.0,,
Công ty Cổ phần F.I.T Consumer,Công ty Cổ phần F.I.T Consumer,Công ty Cổ phần F.I.T Consumer,140.110.000.000,,-,140.110.000.000,,-,140110000000.0,,,140110000000.0,,
