row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,23,47.083.269.477,19.915.492.380,1.0,23.0,47083269477.0,19915492380.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,,47.083.269.477,19.915.492.380,10.0,,47083269477.0,19915492380.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,24,32.790.838.837,9.330.348.315,11.0,24.0,32790838837.0,9330348315.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),20,,14.292.430.640,10.585.144.065,20.0,,14292430640.0,10585144065.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,25,129.213.439.849,209.245.065.395,21.0,25.0,129213439849.0,209245065395.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,26,2.043.883.816,62.797.975.208,22.0,26.0,2043883816.0,62797975208.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,13.667.482.587,42.964.191.127,23.0,,13667482587.0,42964191127.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,27,420.836.068,-,25.0,27.0,420836068.0,
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,27,22.872.640.343,27.840.977.855,26.0,27.0,22872640343.0,27840977855.0
10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},30,,118.168.510.262,129.191.256.397,30.0,,118168510262.0,129191256397.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,108.352.211,9.110.606,31.0,,108352211.0,9110606.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,6.000.000,1.173.613.924,32.0,,6000000.0,1173613924.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,102.352.211,(1.164.503.318),40.0,,102352211.0,-1164503318.0
14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,118.270.862.473,128.026.753.079,50.0,,118270862473.0,128026753079.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,29,20.656.460.593,25.371.669.466,51.0,29.0,20656460593.0,25371669466.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,97.614.401.880,102.655.083.613,60.0,,97614401880.0,102655083613.0
