row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,194.713.261,360.817.756,194713261.0,360817756.0
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,173.809.945,136.172.499,173809945.0,136172499.0
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,-,121.308.668,,121308668.0
- Bảo hiểm y tế,- Bảo hiểm y tế,- Bảo hiểm y tế,-,19.509.718,,19509718.0
- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,1.318.241,9.167.469,1318241.0,9167469.0
- Các khoản phải trả phải nộp khác,- Các khoản phải trả phải nộp khác,- Các khoản phải trả phải nộp khác,19.585.075,74.659.402,19585075.0,74659402.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,11.488.029.950,135.132.000,11488029950.0,135132000.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",1.488.029.950,135.132.000,1488029950.0,135132000.0
- Các khoản phải trả về nhận hợp tác đầu tư,- Các khoản phải trả về nhận hợp tác đầu tư,- Các khoản phải trả về nhận hợp tác đầu tư,10.000.000.000,-,10000000000.0,
Công ty cổ phần phát triển bắt động sản DPV (i),Công ty cổ phần phát triển bắt động sản DPV (i),Công ty cổ phần phát triển bắt động sản DPV (i),10.000.000.000,-,10000000000.0,
Cộng,Cộng,Cộng,11.682.743.211,495.949.756,11682743211.0,495949756.0
