row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,100,,1.078.685.986.321,676.708.619.174,100.0,,1078685986321.0,676708619174.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,149.641.042,3.396.763.225,110.0,5.0,149641042.0,3396763225.0
1. Tiền,1. Tiền,1. Tiền,111,,149.641.042,896.763.225,111.0,,149641042.0,896763225.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,2.500.000.000,112.0,,,2500000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,1.031.870.646.026,651.810.502.236,120.0,,1031870646026.0,651810502236.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,6,1.097.869.948,107.708.403.610,121.0,6.0,1097869948.0,107708403610.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,6,-,(13.089.677.452),122.0,6.0,,-13089677452.0
3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,123,7,1.030.772.776.078,557.191.776.078,123.0,7.0,1030772776078.0,557191776078.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,42.665.583.504,19.967.846.259,130.0,,42665583504.0,19967846259.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,9,9.660.210.613,3.840.066.458,131.0,9.0,9660210613.0,3840066458.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,10,8.838.906.842,3.837.014.120,132.0,10.0,8838906842.0,3837014120.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,11,24.527.840.498,17.413.212.340,136.0,11.0,24527840498.0,17413212340.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,12,(361.374.449),(5.122.446.659),137.0,12.0,-361374449.0,-5122446659.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,4.000.115.749,1.533.507.454,150.0,,4000115749.0,1533507454.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,13,64.930.583,341.541.502,151.0,13.0,64930583.0,341541502.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,3.913.421.801,1.170.202.586,152.0,,3913421801.0,1170202586.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,18,21.763.365,21.763.366,153.0,18.0,21763365.0,21763366.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,1.968.143.046.948,1.860.138.747.478,200.0,,1968143046948.0,1860138747478.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.014.500.000,1.309.025.000,210.0,,1014500000.0,1309025000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,12,1.014.500.000,1.309.025.000,216.0,12.0,1014500000.0,1309025000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,40.950.549.689,2.515.106.359,220.0,,40950549689.0,2515106359.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,14,22.085.204.031,2.406.693.283,221.0,14.0,22085204031.0,2406693283.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,24.905.438.468,3.890.309.091,222.0,,24905438468.0,3890309091.0
