row_label_raw,row_label_full,col_0,01/01/2022,Phát sinh tăng,Phát sinh giảm,Đơn vị tính: VND31/12/2022,numeric__01/01/2022,numeric__Phát sinh tăng,numeric__Phát sinh giảm,numeric__Đơn vị tính: VND31/12/2022
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,84.575.960.550,4.462.327.466,-,89.038.288.016,84575960550.0,4462327466.0,,89038288016.0
Cộng,Cộng,Cộng,84.575.960.550,4.462.327.466,-,89.038.288.016,84575960550.0,4462327466.0,,89038288016.0
