row_label_raw,row_label_full,Thuế thu nhập cá nhân,132.313.879,3.240.198.407,3.007.168.861,365.343.425,numeric__132.313.879,numeric__3.240.198.407,numeric__3.007.168.861,numeric__365.343.425
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,520.219.405,520.219.405,-,,520219405.0,520219405.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,155.045.792.000,3.000.000,155.042.792.000,,155045792000.0,3000000.0,155042792000.0
Cộng,Cộng,Cộng,6.310.496.103,163.221.207.495,13.933.266.517,155.598.437.081,6310496103.0,163221207495.0,13933266517.0,155598437081.0
b) Phải thu,b) Phải thu,b) Phải thu,b) Phải thu,b) Phải thu,b) Phải thu,b) Phải thu,,,,
Thuế thu nhập doanh nghiệp,b) Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,-,645.070.240,645.070.240,,,645070240.0,645070240.0
Cộng,b) Phải thu > Cộng,Cộng,-,-,645.070.240,645.070.240,,,645070240.0,645070240.0
