row_label_raw,row_label_full,31/12/2022,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,numeric__Dưới 1 năm VND,numeric__Từ 1-5 năm VND,numeric__Tổng cộng VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,53.693.609.626,-,53.693.609.626,53693609626.0,,53693609626.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,675.062.878.586,1.692.084.000,676.754.962.586,675062878586.0,1692084000.0,676754962586.0
Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,210.000.000.000,-,210.000.000.000,210000000000.0,,210000000000.0
01/01/2022,01/01/2022,01/01/2022,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,,,
Tiền và các khoản tương đương tiền,01/01/2022 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,49.555.449.156,-,49.555.449.156,49555449156.0,,49555449156.0
Phải thu khách hàng và phải thu khác,01/01/2022 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,87.404.148.873,1.692.084.000,89.096.232.873,87404148873.0,1692084000.0,89096232873.0
Các khoản đầu tư tài chính,01/01/2022 > Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,649.250.000.000,-,649.250.000.000,649250000000.0,,649250000000.0
