row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2022VND > 8.366.870.446,Năm 2021VND > 10.767.486.395,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2022VND > 8.366.870.446,numeric__Năm 2021VND > 10.767.486.395
a),a),a),Chi phí nhân viên,4.226.290.336,3.207.328.712,,4226290336.0,3207328712.0
a),a),a),Chi phí dịch vụ mua ngoài,4.137.765.256,7.560.157.683,,4137765256.0,7560157683.0
a),a),a),Chi phí bằng tiền khác,2.814.854,-,,2814854.0,
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,51.398.897.752,48.642.325.006,,51398897752.0,48642325006.0
b),b),b),Chi phí nhân viên quản lý,27.788.449.409,18.895.169.838,,27788449409.0,18895169838.0
b),b),b),Chi phí đồ dùng văn phòng,1.336.320.837,2.013.145.252,,1336320837.0,2013145252.0
b),b),b),Chi phí khấu hao TSCĐ,2.483.289.982,3.089.211.884,,2483289982.0,3089211884.0
b),b),b),"Thuế, phí và lệ phí",476.438.564,511.318.480,,476438564.0,511318480.0
b),b),b),Chi phí dự phòng,367.300.000,6.317.531.133,,367300000.0,6317531133.0
b),b),b),Chi phí dịch vụ mua ngoài,18.717.306.743,5.447.093.852,,18717306743.0,5447093852.0
b),b),b),Chi phí bằng tiền khác,229.792.217,12.368.854.567,,229792217.0,12368854567.0
c),c),c),Các khoản ghi giảm chi phí bán hàng và chi phí quản lý doanh nghiệp,(4.083.984.783),(4.952.781.955),,-4083984783.0,-4952781955.0
c),c),c),Hoàn nhập dự phòng phải thu,(4.083.984.783),(4.952.781.955),,-4083984783.0,-4952781955.0
c),c),c),Cộng,55.681.783.415,54.457.029.446,,55681783415.0,54457029446.0
