row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,01/01/2022,01/01/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__01/01/2022,numeric__01/01/2022_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,,
Công ty TNHH C.E.O Quốc tế (i),Đầu tư vào công ty con > Công ty TNHH C.E.O Quốc tế (i),Công ty TNHH C.E.O Quốc tế (i),383.919.980.000,-,374.564.325.000,-,383919980000.0,,374564325000.0,
Công ty CP Xây dựng C.E.O,Đầu tư vào công ty con > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,51.000.000.000,-,51.000.000.000,-,51000000000.0,,51000000000.0,
Công ty CP Phát triển dịch vụ C.E.O,Đầu tư vào công ty con > Công ty CP Phát triển dịch vụ C.E.O,Công ty CP Phát triển dịch vụ C.E.O,33.150.000.000,-,33.150.000.000,-,33150000000.0,,33150000000.0,
Trường Cao đẳng Đại Việt,Đầu tư vào công ty con > Trường Cao đẳng Đại Việt,Trường Cao đẳng Đại Việt,176.900.000.000,(35.761.243.142),176.900.000.000,(29.421.055.439),176900000000.0,-35761243142.0,176900000000.0,-29421055439.0
Công ty CP Đầu tư và Phát triển Phú Quốc,Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,306.029.000.000,(237.600.000.000),306.029.000.000,(149.259.472.185),306029000000.0,-237600000000.0,306029000000.0,-149259472185.0
Công ty CP Đầu tư BMC - CEO (ii),Đầu tư vào công ty con > Công ty CP Đầu tư BMC - CEO (ii),Công ty CP Đầu tư BMC - CEO (ii),-,-,17.900.000.000,(125.641.260),,,17900000000.0,-125641260.0
Công ty CP Du lịch C.E.O,Đầu tư vào công ty con > Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,10.200.000.000,(4.249.227.756),10.200.000.000,(4.528.877.436),10200000000.0,-4249227756.0,10200000000.0,-4528877436.0
Công ty CP Phát triển nhà và đô thị Phú Quốc,Đầu tư vào công ty con > Công ty CP Phát triển nhà và đô thị Phú Quốc,Công ty CP Phát triển nhà và đô thị Phú Quốc,225.181.028.803,-,225.181.028.803,-,225181028803.0,,225181028803.0,
Công ty CP Đầu tư và Phát triển Nha Trang,Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển Nha Trang,Công ty CP Đầu tư và Phát triển Nha Trang,446.604.100.000,-,446.604.100.000,-,446604100000.0,,446604100000.0,
Công ty TNHH C.E.O Hospitality,Đầu tư vào công ty con > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
Công ty CP Đầu tư và Phát triển du lịch Vận Đồn,Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển du lịch Vận Đồn,Công ty CP Đầu tư và Phát triển du lịch Vận Đồn,757.500.000.000,-,757.500.000.000,-,757500000000.0,,757500000000.0,
Công ty TNHH MTV Tư vấn thiết kế C.E.O (iii),Đầu tư vào công ty con > Công ty TNHH MTV Tư vấn thiết kế C.E.O (iii),Công ty TNHH MTV Tư vấn thiết kế C.E.O (iii),10.000.000.000,(7.946.465.111),5.418.620.211,(5.418.620.211),10000000000.0,-7946465111.0,5418620211.0,-5418620211.0
Cộng,Đầu tư vào công ty con > Cộng,Cộng,2.420.484.108.803,(285.556.936.009),2.424.447.074.014,(188.753.666.531),2420484108803.0,-285556936009.0,2424447074014.0,-188753666531.0
