row_label_raw,row_label_full,Lãi trong năm nay,-,271.646.879.903,271.646.879.903_1,numeric__-,numeric__271.646.879.903,numeric__271.646.879.903_1
Trích Quỹ đầu tư phát triển (*),Trích Quỹ đầu tư phát triển (*),Trích Quỹ đầu tư phát triển (*),-,(4.462.327.466),(4.462.327.466),,-4462327466.0,-4462327466.0
"Trích Quỹ khen thưởng, phúc lợi (*)","Trích Quỹ khen thưởng, phúc lợi (*)","Trích Quỹ khen thưởng, phúc lợi (*)",-,(8.924.654.931),(8.924.654.931),,-8924654931.0,-8924654931.0
Số dư tại 31/12/2022,Số dư tại 31/12/2022,Số dư tại 31/12/2022,2.573.399.850.000,728.434.615.450,3.301.834.465.450,2573399850000.0,728434615450.0,3301834465450.0
