row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2015,Ngày 31 tháng 12năm 2014,numeric__Ngày 31 tháng 12năm 2015,numeric__Ngày 31 tháng 12năm 2014
Trả trước cho nhà cung cấp hàng hóa vàdịch vụ,Trả trước cho nhà cung cấp hàng hóa vàdịch vụ,Trả trước cho nhà cung cấp hàng hóa vàdịch vụ,1.883.134.630,648.903.813,1883134630.0,648903813.0
- Công ty TNHH Kasimex,- Công ty TNHH Kasimex,- Công ty TNHH Kasimex,372.988.152,-,372988152.0,
- Các khoản trả trước khác,- Các khoản trả trước khác,- Các khoản trả trước khác,82.340.128,152.634.235,82340128.0,152634235.0
- Trả trước cho bên liên quan(Thuyết minh số 33),- Trả trước cho bên liên quan(Thuyết minh số 33),- Trả trước cho bên liên quan(Thuyết minh số 33),1.427.806.350,496.269.578,1427806350.0,496269578.0
Trả trước cho thầu phụ của các dự ánsản bay tại Lào,Trả trước cho thầu phụ của các dự ánsản bay tại Lào,Trả trước cho thầu phụ của các dự ánsản bay tại Lào,327.627.512,963.495.248,327627512.0,963495248.0
- Ông Nguyễn Đắc Quốc,- Ông Nguyễn Đắc Quốc,- Ông Nguyễn Đắc Quốc,70.266.565,321.144.384,70266565.0,321144384.0
- Bà Phạm Thanh Thủy,- Bà Phạm Thanh Thủy,- Bà Phạm Thanh Thủy,28.044.369,177.474.528,28044369.0,177474528.0
- Trả trước cho các nhà thầu khác,- Trả trước cho các nhà thầu khác,- Trả trước cho các nhà thầu khác,229.316.578,464.876.336,229316578.0,464876336.0
Trả trước cho nhà thầu xây dựng và mua máymóc thiết bị,Trả trước cho nhà thầu xây dựng và mua máymóc thiết bị,Trả trước cho nhà thầu xây dựng và mua máymóc thiết bị,46.955.975,49.088.243,46955975.0,49088243.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.257.718.117,1.661.487.304,2257718117.0,1661487304.0
