row_label_raw,row_label_full,Công ty Cổ phần Chăn nuôi Gia Lai,Bên liên quan,Cho vay (ii),608.275.000,-,numeric__Bên liên quan,numeric__Cho vay (ii),numeric__608.275.000,numeric__-
Ông Huỳnh Hữu Vũ,Ông Huỳnh Hữu Vũ,Ông Huỳnh Hữu Vũ,Bên liên quan,Cho vay (iii),294.936.000,-,,,294936000.0,
Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Bên liên quan,Cho vay (iv),280.000.000,280.000.000,,,280000000.0,280000000.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Bên liên quan,Cho vay (i),62.142.038,-,,,62142038.0,
,,,,,1.245.353.038,280.000.000,,,1245353038.0,280000000.0
