row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Ngày 31 tháng12 năm 2015,Ngàn VNDNgày 31 tháng12 năm 2014,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Ngày 31 tháng12 năm 2015,numeric__Ngàn VNDNgày 31 tháng12 năm 2014
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phần Đầu tưBất động sản An Phú,Phải thu ngắn hạn khác > Công ty Cổ phần Đầu tưBất động sản An Phú,Công ty Cổ phần Đầu tưBất động sản An Phú,Bên liên quan,Lãi vay,45.321.667,-,,,45321667.0,
Công ty Cổ phần Cao su Trung Nguyên,Phải thu ngắn hạn khác > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Bên liên quan,Lãi vay,29.765.040,-,,,29765040.0,
Ông Đoàn Nguyên Đức,Phải thu ngắn hạn khác > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch,Chi trả hộ,7.779.191,-,,,7779191.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Phải thu ngắn hạn khác > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Chi trả hộ,6.710.392,4.662.950,,,6710392.0,4662950.0
Khác,Phải thu ngắn hạn khác > Khác,Khác,Bên liên quan,Chi trả hộ,35.273,-,,,35273.0,
,,,,,89.611.563,4.662.950,,,89611563.0,4662950.0
