row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2015,Ngày 31 tháng 12năm 2014,numeric__Ngày 31 tháng 12năm 2015,numeric__Ngày 31 tháng 12năm 2014
Phải thu từ xây dựng sân bay cho,Phải thu từ xây dựng sân bay cho,Phải thu từ xây dựng sân bay cho,Phải thu từ xây dựng sân bay cho,Phải thu từ xây dựng sân bay cho,,
Chính phủ Lào,Phải thu từ xây dựng sân bay cho > Chính phủ Lào,Chính phủ Lào,730.579.743,470.501.762,730579743.0,470501762.0
Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ xây dựng sân bay cho > Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,334.427.275,959.132.827,334427275.0,959132827.0
- Công ty Xuất nhập khẩu Hữu Nghị,Phải thu từ xây dựng sân bay cho > - Công ty Xuất nhập khẩu Hữu Nghị,- Công ty Xuất nhập khẩu Hữu Nghị,-,425.462.663,,425462663.0
- Công ty Thương mại Xuất nhập khẩuLaman – Sekong,Phải thu từ xây dựng sân bay cho > - Công ty Thương mại Xuất nhập khẩuLaman – Sekong,- Công ty Thương mại Xuất nhập khẩuLaman – Sekong,-,329.864.299,,329864299.0
- Phải thu từ các khách hàng khác,Phải thu từ xây dựng sân bay cho > - Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,64.889.794,195.463.414,64889794.0,195463414.0
- Phải thu từ bên liên quan(Thuyết minh số 33),Phải thu từ xây dựng sân bay cho > - Phải thu từ bên liên quan(Thuyết minh số 33),- Phải thu từ bên liên quan(Thuyết minh số 33),269.537.481,8.342.451,269537481.0,8342451.0
TỔNG CỘNG,Phải thu từ xây dựng sân bay cho > TỔNG CỘNG,TỔNG CỘNG,1.065.007.018,1.429.634.589,1065007018.0,1429634589.0
Dự phòng phải thu ngắn hạn khó đòi,Phải thu từ xây dựng sân bay cho > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(2.369.789),(1.896.760),-2369789.0,-1896760.0
GIẢ TRỊ THUẢN,Phải thu từ xây dựng sân bay cho > GIẢ TRỊ THUẢN,GIẢ TRỊ THUẢN,1.062.637.229,1.427.737.829,1062637229.0,1427737829.0
