row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phầnHoàng Anh Gia Lai,Công ty Cổ phầnHoàng Anh Gia Lai,Công ty Cổ phầnHoàng Anh Gia Lai,Công ty mẹ,"Vay và mượnMua hàng hóa, dịchvụ và nguyên vật liệuMua các khoản đầu tưChi phí lãi vayBán hàng hóaMua tài sảnTrả cổ tức",3.056.390.738889.411.032485.731.688135.653.129134.831.23894.824.02583.091.160,541.877.604288.371.38938.086.14485.113.65383.694.40048.671.743-,,,3.056390738889411e+61,
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Bên liên quan,Mua nguyên vật liệuvà bòBán hàng hóaMua tài sản cố địnhThu nhập lãi vay,1.031.200.105360.660.622306.271.35923.349.092,-,,,1.0312001053606607e+35,
