row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng12 năm 2015 > Ngàn VND,Nguyên lệ > Ngàn VND,Nguyên lệ > USD,Thời hạn thanh toán,Lãi suất % năm,Tài sản thế chấp,numeric__Ngày 31 tháng12 năm 2015 > Ngàn VND,numeric__Nguyên lệ > Ngàn VND,numeric__Nguyên lệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất % năm,numeric__Tài sản thế chấp
"Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia",,,,,,
Hợp đồng tin dụng số LQ1335703551 ngày 23 tháng12 năm 2013,"Sacombank, Chi nhánh Campuchia > Hợp đồng tin dụng số LQ1335703551 ngày 23 tháng12 năm 2013",Hợp đồng tin dụng số LQ1335703551 ngày 23 tháng12 năm 2013,57.519.750,-,2.500.000,Hoàn trả trong 60 tháng kể từ ngày giải ngân đầu tiên (ngày 23 tháng 12 năm 2013),"Lãi suất tiền gửi tiết kiệm 12 tháng bằng USD của ngân hàng Sacombank + 3,50% một năm, điều chỉnh 2 lần một năm (2015: 9,00)",Quyền sử dụng 8.825 ha đất và tài sản gắn liền trên đất tại Tỉnh Ratanakiri với trị giá 7.423.000 USD,57519750.0,,2500000.0,,,
TỔNG CỘNG,"Sacombank, Chi nhánh Campuchia > TỔNG CỘNG",TỔNG CỘNG,569.974.355,,,,,,569974355.0,,,,,
Trong đó :Vay dài hạn đến hạn trả,"Sacombank, Chi nhánh Campuchia > Trong đó :Vay dài hạn đến hạn trả",Trong đó :Vay dài hạn đến hạn trả,19.173.218,,,,,,19173218.0,,,,,
"ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai",,,,,,
Hợp đồng tin dụng sốGILDN02041110 ngày 4tháng 11 năm 2010,"ACB, Chi nhánh Gia Lai > Hợp đồng tin dụng sốGILDN02041110 ngày 4tháng 11 năm 2010",Hợp đồng tin dụng sốGILDN02041110 ngày 4tháng 11 năm 2010,178.581.238,178.581.238,-,Hoàn trả trong 120 tháng kể từ ngày giải ngân đầu tiên (ngày 4 tháng 11 năm 2010),"Lãi suất thả nổi (2015: 10,5 – 11,00)",24 tỷ VND tiền gửi có kỳ hạn tại ACB và 28.405.000 cổ phiếu HNG sở hữu của Công ty Cổ phần Hoàng Anh Gia Lai,178581238.0,178581238.0,,,,
Trong đó :Vay dài hạn đến hạn trả,"ACB, Chi nhánh Gia Lai > Trong đó :Vay dài hạn đến hạn trả",Trong đó :Vay dài hạn đến hạn trả,178.581.238,,,,,,178581238.0,,,,,
