row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014(trình bày lại – Thuyết minh số 37),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014(trình bày lại – Thuyết minh số 37)
100,100,100,A. TÀI SẢN NGĂN HẠN,,7.220.860.465,4.731.873.635,,,7220860465.0,4731873635.0
110,110,110,I. Tiền,5,331.961.020,46.804.781,,5.0,331961020.0,46804781.0
111,111,111,1. Tiền,,331.961.020,46.804.781,,,331961020.0,46804781.0
130,130,130,II. Các khoản phải thu ngắn hạn,,3.888.556.900,3.494.468.401,,,3888556900.0,3494468401.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.065.007.018,1.429.634.589,,6.0,1065007018.0,1429634589.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,2.257.718.117,1.661.487.304,,7.0,2257718117.0,1661487304.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,265.641.262,228.989.648,,8.0,265641262.0,228989648.0
136,136,136,4. Phải thu ngắn hạn khác,9,302.560.292,176.253.620,,9.0,302560292.0,176253620.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(2.369.789),(1.896.760),,6.0,-2369789.0,-1896760.0
140,140,140,III. Hàng tồn kho,10,2.966.320.073,1.140.636.497,,10.0,2966320073.0,1140636497.0
141,141,141,1. Hàng tồn kho,,2.971.502.880,1.140.636.497,,,2971502880.0,1140636497.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(5.182.807),-,,,-5182807.0,
150,150,150,IV. Tài sản ngắn hạn khác,,34.022.472,49.963.956,,,34022472.0,49963956.0
151,151,151,1. Chi phí trả trước ngắn hạn,,8.857.139,11.298.721,,,8857139.0,11298721.0
152,152,152,2. Thuế GTGT được khấu trừ,,22.934.095,28.331.286,,,22934095.0,28331286.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,2.231.238,10.333.949,,,2231238.0,10333949.0
200,200,200,B. TÀI SẢN DÀI HẠN,,19.880.731.670,12.392.398.321,,,19880731670.0,12392398321.0
210,210,210,I. Các khoản phải thu dài hạn,,1.383.681.815,615.915.348,,,1383681815.0,615915348.0
215,215,215,1. Phải thu về cho vay dài hạn,8,1.307.804.207,576.215.557,,8.0,1307804207.0,576215557.0
216,216,216,2. Phải thu dài hạn khác,9,75.877.608,39.699.791,,9.0,75877608.0,39699791.0
220,220,220,II. Tài sản cố định,,5.596.337.810,4.178.392.700,,,5596337810.0,4178392700.0
221,221,221,1. Tài sản cố định hữu hình,11,5.553.475.832,4.135.879.855,,11.0,5553475832.0,4135879855.0
222,222,222,Nguyên giá,,6.246.257.348,4.519.219.989,,,6246257348.0,4519219989.0
223,223,223,Giá trị hao mòn lũy kế,,(692.781.516),(383.340.134),,,-692781516.0,-383340134.0
227,227,227,2. Tài sản cố định vô hình,12,42 861.978,42.512.845,,12.0,,42512845.0
228,228,228,Nguyên giá,,54.845.260,48.197.185,,,54845260.0,48197185.0
229,229,229,Giá trị hao mòn lũy kế,,(11.983.282),(5.684.340),,,-11983282.0,-5684340.0
240,240,240,III. Tài sản dở dang dài hạn,,11.153.955.744,6.431.053.932,,,11153955744.0,6431053932.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,11.153.955.744,6.431.053.932,,13.0,11153955744.0,6431053932.0
250,250,250,IV. Đầu tư tài chính dài hạn,,311.150.970,248.460.551,,,311150970.0,248460551.0
252,252,252,1. Đầu tư vào công ty liên kết,15.2,271.950.970,248.460.551,,152.0,271950970.0,248460551.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,15.3,39.200.000,-,,153.0,39200000.0,
260,260,260,V. Tài sản dài hạn khác,,1.435.605.331,918.575.790,,,1435605331.0,918575790.0
261,261,261,1. Chi phí trả trước dài hạn,16,944.944.277,893.292.952,,16.0,944944277.0,893292952.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,32.2,57.286.393,25.282.838,,322.0,57286393.0,25282838.0
269,269,269,3. Lợi thế thương mại,17,433.374.661,-,,17.0,433374661.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,27.101.592.135,17.124.271.956,,,27101592135.0,17124271956.0
