row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng12 năm 2015 > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất% năm,Tài sản thế chấp,numeric__Ngày 31 tháng12 năm 2015 > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất% năm,numeric__Tài sản thế chấp
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,,,
Hợp đồng tin dụng hạn mức số01/20155331375/HĐTD ngày 19tháng 6 năm 2015,"BIDV, Chi nhánh Gia Lai > Hợp đồng tin dụng hạn mức số01/20155331375/HĐTD ngày 19tháng 6 năm 2015",Hợp đồng tin dụng hạn mức số01/20155331375/HĐTD ngày 19tháng 6 năm 2015,761.483.564,359.810.396,17.820.460,Từ ngày 10 tháng 3năm 2016 đến ngày23 tháng 11năm 2016,"5,05 –10,00","Tài sản gắn liền với đất hìnhthành trong tương lai là vườn câycao su 1.194,74 ha tại Huyện làPa, Tỉnh Gia Lai; 23 căn hồ và 2khu thương mại Bầu Thạc Giántại Thành phố Đà Nẵng của Côngty Cổ phần Hoàng Anh Gia Lai",761483564.0,359810396.0,17820460.0,,,
Hợp đồng tin dụng hạn mức số04/2015/6261950/HĐTD ngày 4tháng 5 năm 2015,"BIDV, Chi nhánh Gia Lai > Hợp đồng tin dụng hạn mức số04/2015/6261950/HĐTD ngày 4tháng 5 năm 2015",Hợp đồng tin dụng hạn mức số04/2015/6261950/HĐTD ngày 4tháng 5 năm 2015,486.807.546,486.807.546,-,Từ ngày 28 tháng 4năm 2016 đến ngày29 tháng 9năm 2016,"9,00 –10,50","Tài sản hình thành tử vốn vaythuộc dự án chăn nuôi bỏ thịt taiHuyện Chuprong, Tỉnh Gia Laitríji giá 444 tỷ VND",486807546.0,486807546.0,,,,
TỔNG CỘNG,"BIDV, Chi nhánh Gia Lai > TỔNG CỘNG",TỔNG CỘNG,1.248.291.110,,,,,,1248291110.0,,,,,
