row_label_raw,row_label_full,col_0,Vay ngắn hạn,Ngàn VNDVay dài hạn,numeric__Vay ngắn hạn,numeric__Ngàn VNDVay dài hạn
Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,3.728.062.869,3.620.745.061,3728062869.0,3620745061.0
Vay trong năm,Vay trong năm,Vay trong năm,3.359.994.655,4.934.649.698,3359994655.0,4934649698.0
Phân loại lại,Phân loại lại,Phân loại lại,(173.938.505),173.938.506,-173938505.0,173938506.0
Trả trong năm,Trả trong năm,Trả trong năm,(3.626.513.089),(317.293.546),-3626513089.0,-317293546.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(187.014.117),(350.000.000),-187014117.0,-350000000.0
Tăng từ mua các công ty con,Tăng từ mua các công ty con,Tăng từ mua các công ty con,-,908.014.993,,908014993.0
Chênh lệch tỷ giá do đánh giá lại số dư cuối kỳ có gốc ngoại tệ,Chênh lệch tỷ giá do đánh giá lại số dư cuối kỳ có gốc ngoại tệ,Chênh lệch tỷ giá do đánh giá lại số dư cuối kỳ có gốc ngoại tệ,26.513.237,138.486.615,26513237.0,138486615.0
Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,3.127.105.050,9.108.541.327,3127105050.0,9108541327.0
