row_label_raw,row_label_full,Công ty Cổ phần Cao su Trung Nguyên,Bên liên quan,Cho vay (i),123.358.579,-,numeric__Bên liên quan,numeric__Cho vay (i),numeric__123.358.579,numeric__-
Ông Phan Thanh Thủ,Ông Phan Thanh Thủ,Ông Phan Thanh Thủ,Bên liên quan,Cho vay,30.434.400,-,,,30434400.0,
Ông Đỗ Thái Cơ,Ông Đỗ Thái Cơ,Ông Đỗ Thái Cơ,Bên liên quan,Cho vay,16.157.837,-,,,16157837.0,
Công ty TNHH V&H (Lào),Công ty TNHH V&H (Lào),Công ty TNHH V&H (Lào),Bên liên quan,Cho vay,3.905.051,2.984.749,,,3905051.0,2984749.0
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Cho vay,-,109.285.839,,,,109285839.0
Công ty TNHH Hoàng Anh Gia Lai Vientiane,Công ty TNHH Hoàng Anh Gia Lai Vientiane,Công ty TNHH Hoàng Anh Gia Lai Vientiane,Bên liên quan,Cho vay,-,11.165.951,,,,11165951.0
