row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng12 năm 2015 > Ngân VND,Nguyên tệ > LAK,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất % năm,Tài sản thế chấp,numeric__Ngày 31 tháng12 năm 2015 > Ngân VND,numeric__Nguyên tệ > LAK,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất % năm,numeric__Tài sản thế chấp
"Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu","Laos - Viet Bank, Chi nhánh Attapeu",,,,,,
Hợp đồng vay số098/HDLVB.ATP/2015ngày 5 tháng 8 năm2015,"Laos - Viet Bank, Chi nhánh Attapeu > Hợp đồng vay số098/HDLVB.ATP/2015ngày 5 tháng 8 năm2015",Hợp đồng vay số098/HDLVB.ATP/2015ngày 5 tháng 8 năm2015,315.729.777,-,14.005.246,Hoàn trả trong 60 tháng kể từ ngày giải ngân đầu tiên (ngày 5 tháng 8 năm 2015),"10,00% một năm đối với 6 tháng đầu tiên, sau đó bằng lãi suất tiền gọi cả nhân kỳ hạn 12 tháng tại LVB + biên độ lãi suất theo quy định của LVB, điều chỉnh 2 lần một năm (2015: 9,00 – 10,00)","Toàn bộ đàn bò nhập khẩu với trị giá 47.640.000 USD; 2 quyền sử dụng đất 7,9 ha tại Huyện Xaysettha, Tĩnh Attapeu, Lào và toàn bộ tài sản gần liền trên đất với trị giá 14.301.500 USD",315729777.0,,14005246.0,,,
Hợp đồng vay số010/2013/LVB-Attapeu ngày 15 tháng 3 năm2013,"Laos - Viet Bank, Chi nhánh Attapeu > Hợp đồng vay số010/2013/LVB-Attapeu ngày 15 tháng 3 năm2013",Hợp đồng vay số010/2013/LVB-Attapeu ngày 15 tháng 3 năm2013,281.075.943,39.355.142,7.649.849,Hoàn trả trong 120 tháng kể từ ngày giải ngân đầu tiên (ngày 21 tháng 3 năm 2013),"Vay bằng USD: mức vay trung hạn của ngân hàng, điều chỉnh 2 lần một năm (2015: 11,00). Vay bằng LAK: lãi suất tiết kiệm 13 tháng + 3,00% một năm, điều chỉnh 2 lần một năm (2015: 13,75)","Quyền thuê đất và tài sản gần liền trên đất bao gồm 5.586 ha cao su và 2.093,6 ha cọ đầu tại Tĩnh Attapeu, Lào",281075943.0,39355142.0,7649849.0,,,
Hợp đồng vay số124/HĐ-LVB/2015 ngày25 tháng 11 năm 2015,"Laos - Viet Bank, Chi nhánh Attapeu > Hợp đồng vay số124/HĐ-LVB/2015 ngày25 tháng 11 năm 2015",Hợp đồng vay số124/HĐ-LVB/2015 ngày25 tháng 11 năm 2015,44.853.677,-,1.989.634,Hoàn trả trong 60 tháng kể từ ngày giải ngân đầu tiên (ngày 30 tháng 11 năm 2015),"Lãi suất thả nổi (2015: 10,50)","Tất cả các dụng cụ xây dựng, vật tư máy móc phục vụ cho dự án xây dựng nhà máy chế biến cọ đầu phát sinh sau khi bỏ vốn đầu tư",44853677.0,,1989634.0,,,
Hợp đồng vay số025/LVB.NVKD/2012ngày 10 tháng 9 năm2012,"Laos - Viet Bank, Chi nhánh Attapeu > Hợp đồng vay số025/LVB.NVKD/2012ngày 10 tháng 9 năm2012",Hợp đồng vay số025/LVB.NVKD/2012ngày 10 tháng 9 năm2012,27.371.223,9.917.110,-,Hoàn trả trong 48 tháng kể từ ngày giải ngân đầu tiên (ngày 10 tháng 9 năm 2012),"13,50% một năm trong năm đầu tiên, sau đó được điều chỉnh 2 lần mỗi năm theo lãi suất tiền gửi tiết kiệm kỳ hạn 12 tháng + 3% một năm (2015: 13,50 – 13,75)","2 quyền sử dụng đất 7,9 ha tại Huyện Xaysettha, Tĩnh Attapeu, Lào và toàn bộ tài sản gần liền trên đất với trị giá 14.301.500 USD",27371223.0,9917110.0,,,,
TỔNG CỘNG,"Laos - Viet Bank, Chi nhánh Attapeu > TỔNG CỘNG",TỔNG CỘNG,669.030.620,,,,,,669030620.0,,,,,
Trong đó :Vay dài hạn đến hạn trả,"Laos - Viet Bank, Chi nhánh Attapeu > Trong đó :Vay dài hạn đến hạn trả",Trong đó :Vay dài hạn đến hạn trả,32.007.170,,,,,,32007170.0,,,,,
