row_label_raw,row_label_full,col_0,Ngàn VND,Ngàn VND_1,numeric__Ngàn VND,numeric__Ngàn VND_1
,,,Năm nay,Năm trước,,
Giá vốn của bò đã bán,Giá vốn của bò đã bán,Giá vốn của bò đã bán,1.803.513.299,-,1803513299.0,
Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,576.122.070,483.306.461,576122070.0,483306461.0
Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,406.580.409,276.333.162,406580409.0,276333162.0
Giá vốn của hàng hóa đã bán,Giá vốn của hàng hóa đã bán,Giá vốn của hàng hóa đã bán,323.091.122,185.720.949,323091122.0,185720949.0
Giá vốn của mủ cao su đã bán,Giá vốn của mủ cao su đã bán,Giá vốn của mủ cao su đã bán,175.834.362,109.327.460,175834362.0,109327460.0
Giá vốn của bắp đã bán,Giá vốn của bắp đã bán,Giá vốn của bắp đã bán,109.668.097,76.252.163,109668097.0,76252163.0
Giá vốn cần hộ đã bán,Giá vốn cần hộ đã bán,Giá vốn cần hộ đã bán,54.180.462,35.124.946,54180462.0,35124946.0
Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,44.590.172,18.427.581,44590172.0,18427581.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.493.579.993,1.184.492.722,3493579993.0,1184492722.0
