row_label_raw,row_label_full,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Tạm ứng mua nguyên vật liệu,938.403.361,485.527.578,numeric__Công ty mẹ,numeric__Tạm ứng mua nguyên vật liệu,numeric__938.403.361,numeric__485.527.578
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Bên liên quan,Tạm ứng mua hàng hóa,467.936.006,-,,,467936006.0,
Công ty TNHH Hoàng Anh Gia Lai – Bangkok,Công ty TNHH Hoàng Anh Gia Lai – Bangkok,Công ty TNHH Hoàng Anh Gia Lai – Bangkok,Bên liên quan,Tạm ứng mua hạt giống,11.398.000,10.742.000,,,11398000.0,10742000.0
Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Bên liên quan,Tạm ứng công trình xây dựng,10.068.983,-,,,10068983.0,
