row_label_raw,row_label_full,col_0,Triệu VND,numeric__Triệu VND
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,4.407.934,4407934.0
Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,581.182,581182.0
Giảm lỗ thuần từ hoạt động kinh doanh ngoại hối,Giảm lỗ thuần từ hoạt động kinh doanh ngoại hối,Giảm lỗ thuần từ hoạt động kinh doanh ngoại hối,118.457,118457.0
Giảm lãi thuần từ mua bán chứng khoán kinh doanh,Giảm lãi thuần từ mua bán chứng khoán kinh doanh,Giảm lãi thuần từ mua bán chứng khoán kinh doanh,(217.587),-217587.0
Tăng lãi thuần từ mua bán chứng khoán đầu tư,Tăng lãi thuần từ mua bán chứng khoán đầu tư,Tăng lãi thuần từ mua bán chứng khoán đầu tư,1.980.135,1980135.0
Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,252.007,252007.0
"Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần",23.948.332,23948332.0
Giảm chi phí hoạt động,Giảm chi phí hoạt động,Giảm chi phí hoạt động,306.790,306790.0
Tăng chi phí dự phòng rủi ro tín dụng,Tăng chi phí dự phòng rủi ro tín dụng,Tăng chi phí dự phòng rủi ro tín dụng,(2.721.922),-2721922.0
,,,28.655.328,28655328.0
