row_label_raw,row_label_full,col_0,Mức tănglãi suất,Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Mức tănglãi suất,numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Mức tănglãi suất,Lợi nhuận trước thuếTăng/(giảm)Triệu VND,Lợi nhuận sau thuế và Vốn chủ sở hữuTăng/(giảm)Triệu VND,,,
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,,
USD,Tại ngày 31 tháng 12 năm 2021 > USD,USD,"1,50%",(230.061),(184.048),0.015,-230061.0,-184048.0
VND,Tại ngày 31 tháng 12 năm 2021 > VND,VND,"3,00%",1.587.111,1.269.689,0.03,1587111.0,1269689.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,,
USD,Tại ngày 31 tháng 12 năm 2020 > USD,USD,"1,50%",(70.302),(56.242),0.015,-70302.0,-56242.0
VND,Tại ngày 31 tháng 12 năm 2020 > VND,VND,"3,00%",828.198,662.190,0.03,828198.0,662190.0
