row_label_raw,row_label_full,col_0,31/12/2021%/năm,31/12/2020%/năm,numeric__31/12/2021%/năm,numeric__31/12/2020%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,90% - 3,50%","0,12% - 3,85%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,01% - 0,25%","0,15%",,0.0015
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"0,85% - 5,03%","0,6% - 5,5%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Không áp dụng,Không áp dụng,,
