row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2021Triệu VND,2020Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2021Triệu VND,numeric__2020Triệu VND
XI,XI,XI,Tổng lợi nhuận trước thuế(mang sang từ trang trước),,37.963.015,9.307.687,,,37963015.0,9307687.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,25,(6.875.432),(1.862.558),,25.0,-6875432.0,-1862558.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,25,(6.875.432),(1.862.558),,25.0,-6875432.0,-1862558.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,31.087.583,7.445.129,,,31087583.0,7445129.0
