row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
Thu nhập lãi tiền gửi,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,189.244,243.772,189244.0,243772.0
Thu nhập lãi cho vay,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi cho vay,Thu nhập lãi cho vay,26.270.051,24.040.764,26270051.0,24040764.0
"Thu nhập lãi từ kinh doanh, đầu tư chứng khoán","Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi từ kinh doanh, đầu tư chứng khoán","Thu nhập lãi từ kinh doanh, đầu tư chứng khoán",4.601.292,5.597.253,4601292.0,5597253.0
- từ chứng khoán kinh doanh,Thu nhập lãi và các khoản thu nhập tương tự từ > - từ chứng khoán kinh doanh,- từ chứng khoán kinh doanh,33.700,9.200,33700.0,9200.0
- từ chứng khoán đầu tư,Thu nhập lãi và các khoản thu nhập tương tự từ > - từ chứng khoán đầu tư,- từ chứng khoán đầu tư,4.567.592,5.588.053,4567592.0,5588053.0
Thu phí từ nghiệp vụ bảo lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,216.850,219.382,216850.0,219382.0
Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,220.327,438.202,220327.0,438202.0
Thu khác từ hoạt động tín dụng,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,717.064,581.205,717064.0,581205.0
,,,32.214.828,31.120.578,32214828.0,31120578.0
