row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020 Phải trả Triệu VND > 22.238,Số phát sinh trong năm Triệu VND > 165.235,Số đã nộp trong năm Triệu VND > (162.974),31/12/2020 Phải trả Triệu VND > 24.499,numeric__1/1/2020 Phải trả Triệu VND > 22.238,numeric__Số phát sinh trong năm Triệu VND > 165.235,numeric__Số đã nộp trong năm Triệu VND > (162.974),numeric__31/12/2020 Phải trả Triệu VND > 24.499
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,422.297,1.862.558,(1.169.230),1.115.625,422297.0,1862558.0,-1169230.0,1115625.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,42.315,371.169,(322.906),90.578,42315.0,371169.0,-322906.0,90578.0
,,,486.850,2.398.962,(1.655.110),1.230.702,486850.0,2398962.0,-1655110.0,1230702.0
