row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.086.930,"0,39",1.684.444,"0,76",1086930.0,0.39,1684444.0,0.76
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,281.375,"0,10",301.867,"0,14",281375.0,0.1,301867.0,0.14
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,26.446,"0,01",152.910,"0,07",26446.0,0.01,152910.0,0.07
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,55.873.840,"19,96",50.880.556,"23,03",55873840.0,19.96,50880556.0,23.03
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,107.926,"0,04",154.507,"0,07",107926.0,0.04,154507.0,0.07
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,85.203.012,"30,44",65.565.808,"29,68",85203012.0,30.44,65565808.0,29.68
Hợp danh,Hợp danh,Hợp danh,750,"0,00",-,-,750.0,0.0,,
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,553.435,"0,20",529.038,"0,24",553435.0,0.2,529038.0,0.24
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,99.576,"0,04",316.962,"0,14",99576.0,0.04,316962.0,0.14
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,93.417,"0,03",82.984,"0,04",93417.0,0.03,82984.0,0.04
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",136.542.580,"48,79",101.274.350,"45,83",136542580.0,48.79,101274350.0,45.83
Khác,Khác,Khác,731,"0,00",1.173,"0,00",731.0,0.0,1173.0,0.0
,,,279.870.018,100,220.944.599,100,279870018.0,100.0,220944599.0,100.0
