row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,,
Dịch vụ thanh toán và ngân quỹ,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ thanh toán và ngân quỹ,Dịch vụ thanh toán và ngân quỹ,1.364.584,1.025.367,1364584.0,1025367.0
Kinh doanh và dịch vụ đại lý bảo hiểm,Thu nhập từ hoạt động dịch vụ từ > Kinh doanh và dịch vụ đại lý bảo hiểm,Kinh doanh và dịch vụ đại lý bảo hiểm,571.155,700.516,571155.0,700516.0
Dịch vụ tư vấn,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ tư vấn,Dịch vụ tư vấn,177.622,277.418,177622.0,277418.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ khác,Dịch vụ khác,2.682.623,1.836.271,2682623.0,1836271.0
,,,4.795.984,3.839.572,4795984.0,3839572.0
Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,,
Dịch vụ thanh toán và ngân quỹ,Chi phí hoạt động dịch vụ cho > Dịch vụ thanh toán và ngân quỹ,Dịch vụ thanh toán và ngân quỹ,(262.071),(244.043),-262071.0,-244043.0
Hoa hồng môi giới,Chi phí hoạt động dịch vụ cho > Hoa hồng môi giới,Hoa hồng môi giới,(2.773),(2.343),-2773.0,-2343.0
Dịch vụ tư vấn,Chi phí hoạt động dịch vụ cho > Dịch vụ tư vấn,Dịch vụ tư vấn,-,(128),,-128.0
Dịch vụ khác,Chi phí hoạt động dịch vụ cho > Dịch vụ khác,Dịch vụ khác,(878.502),(521.602),-878502.0,-521602.0
,,,(1.143.346),(768.116),-1143346.0,-768116.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ cho > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.652.638,3.071.456,3652638.0,3071456.0
