row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,4.857.503,885.788,4857503.0,885788.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,3.666.033,859.362,3666033.0,859362.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,34.382.880,8.520.000,34382880.0,8520000.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,3.835.440,7.345.800,3835440.0,7345800.0
,,,46.741.856,17.610.950,46741856.0,17610950.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,,
Cho vay bằng VND,Các khoản cho vay > Cho vay bằng VND,Cho vay bằng VND,16.858.044,5.725.783,16858044.0,5725783.0
"- Trong đó: Chiết khấu, tái chiết khấu","Các khoản cho vay > - Trong đó: Chiết khấu, tái chiết khấu","- Trong đó: Chiết khấu, tái chiết khấu",6.891.839,-,6891839.0,
Dự phòng cụ thể cho vay các TCTD khác,Các khoản cho vay > Dự phòng cụ thể cho vay các TCTD khác,Dự phòng cụ thể cho vay các TCTD khác,(83.146),-,-83146.0,
,,,63.516.754,23.336.733,63516754.0,23336733.0
