row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",2.665,3.969,2665.0,3969.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,3.180.642,3.407.727,3180642.0,3407727.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,2.913.705,3.133.463,2913705.0,3133463.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,143.227,150.501,143227.0,150501.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,47.544,40.751,47544.0,40751.0
Chi khác,Trong đó: > Chi khác,Chi khác,76.166,83.012,76166.0,83012.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.053.356,1.037.891,1053356.0,1037891.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,264.517,269.113,264517.0,269113.0
Chi thuê tài sản,Trong đó: > Chi thuê tài sản,Chi thuê tài sản,602.585,577.736,602585.0,577736.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,673.421,676.432,673421.0,676432.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,5.091,9.928,5091.0,9928.0
Chi phí dự phòng rủi ro khác,Trong đó: > Chi phí dự phòng rủi ro khác,Chi phí dự phòng rủi ro khác,11.596,(64.067),11596.0,-64067.0
Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),Trong đó: > Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),-,(74.156),,-74156.0
Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Trong đó: > Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),11.596,10.089,11596.0,10089.0
Chi phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi phí bảo hiểm tiền gửi của khách hàng,Chi phí bảo hiểm tiền gửi của khách hàng,176.046,205.015,176046.0,205015.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,946.711,1.084.260,946711.0,1084260.0
,,,6.044.437,6.351.227,6044437.0,6351227.0
