row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021 Phải trả Triệu VND > 24.499,Số phát sinh trong năm Triệu VND > 213.506,Số đã nộp trong năm Triệu VND > (197.743),31/12/2021 Phải trả Triệu VND > 40.262,numeric__1/1/2021 Phải trả Triệu VND > 24.499,numeric__Số phát sinh trong năm Triệu VND > 213.506,numeric__Số đã nộp trong năm Triệu VND > (197.743),numeric__31/12/2021 Phải trả Triệu VND > 40.262
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.115.625,6.875.432,(3.294.083),4.696.974,1115625.0,6875432.0,-3294083.0,4696974.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,90.578,349.673,(394.569),45.682,90578.0,349673.0,-394569.0,45682.0
,,,1.230.702,7.438.611,(3.886.395),4.782.918,1230702.0,7438611.0,-3886395.0,4782918.0
