row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,51.840.824,34.144.305,51840824.0,34144305.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,1.163.804,1.345.740,1163804.0,1345740.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,182.943.827,191.051.797,182943827.0,191051797.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.097.592,2.223.938,2097592.0,2223938.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,,,,
Tiền ký quỹ bằng VND,Tiền ký quỹ > Tiền ký quỹ bằng VND,Tiền ký quỹ bằng VND,796.886,783.043,796886.0,783043.0
Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ > Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ bằng ngoại tệ,207.222,87.666,207222.0,87666.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng > Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,16.714,11.598,16714.0,11598.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng > Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,61.650,27.692,61650.0,27692.0
,,,239.128.519,229.675.779,239128519.0,229675779.0
