row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2021 Triệu VND,31/12/2020 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2021 Triệu VND,numeric__31/12/2020 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam (“NHNNVN”),19,8.454.375,14.220,,19.0,8454375.0,14220.0
II,B > II,II,"Tiền gửi và vay các TCTD, tổ chức tài chính (“TCTC”) khác",20,106.955.846,43.922.804,,20.0,106955846.0,43922804.0
1,B > 1,1,Tiền gửi của các TCTD khác,,47.591.923,8.784.232,,,47591923.0,8784232.0
2,B > 2,2,"Vay các TCTD, TCTC khác",,59.363.923,35.138.572,,,59363923.0,35138572.0
III,B > III,III,Tiền gửi của khách hàng,21,239.128.519,229.675.779,,21.0,239128519.0,229675779.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,-,113.880,,9.0,,113880.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",22,103.930,187.156,,22.0,103930.0,187156.0
VI,B > VI,VI,Phát hành giấy tờ có giá,23,42.609.287,31.767.447,,23.0,42609287.0,31767447.0
VII,B > VII,VII,Các khoản nợ khác,24,11.151.410,9.575.126,,24.0,11151410.0,9575126.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,4.154.280,5.419.142,,,4154280.0,5419142.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,6.997.130,4.155.984,,,6997130.0,4155984.0
,,,TỔNG NỘ PHẢI TRẢ,,408.403.367,315.256.412,,,408403367.0,315256412.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,27,76.038.955,44.801.372,,27.0,76038955.0,44801372.0
1,B > 1,1,Vốn,,43.373.620,23.466.370,,,43373620.0,23466370.0
a,B > a,a,Vốn điều lệ,,45.056.930,25.299.680,,,45056930.0,25299680.0
c,B > c,c,Thặng dư vốn cổ phần,,77.202,365.727,,,77202.0,365727.0
d,B > d,d,Cổ phiếu quỹ,,(1.760.512),(2.199.037),,,-1760512.0,-2199037.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,8.053.768,4.738.580,,,8053768.0,4738580.0
5,B > 5,5,Lợi nhuận chưa phân phối,,24.611.567,16.596.422,,,24611567.0,16596422.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,76.038.955,44.801.372,,,76038955.0,44801372.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,484.442.322,360.057.784,,,484442322.0,360057784.0
