row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2021_2,31/12/2020,31/12/2020_1,31/12/2020_2,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2021_2,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2020_2
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
,,,Giá trị theo hợp đồng - gộp,Tiền gửi ký quỹ,Giá trị theo hợp đồng - thuần,Giá trị theo hợp đồng - gộp,Tiền gửi ký quỹ,Giá trị theo hợp đồng - thuần,,,,,,
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,28.721,-,28.721,33.721,-,33.721,28721.0,,28721.0,33721.0,,33721.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,107.434.366,-,107.434.366,111.653.411,-,111.653.411,107434366.0,,107434366.0,111653411.0,,111653411.0
■ Cam kết mua ngoại tệ,■ Cam kết mua ngoại tệ,■ Cam kết mua ngoại tệ,520.241,-,520.241,2.243.568,-,2.243.568,520241.0,,520241.0,2243568.0,,2243568.0
■ Cam kết bán ngoại tệ,■ Cam kết bán ngoại tệ,■ Cam kết bán ngoại tệ,155.144,-,155.144,6.932.263,-,6.932.263,155144.0,,155144.0,6932263.0,,6932263.0
■ Cam kết giao dịch hoán đối tiền tệ,■ Cam kết giao dịch hoán đối tiền tệ,■ Cam kết giao dịch hoán đối tiền tệ,106.758.981,-,106.758.981,102.477.580,-,102.477.580,106758981.0,,106758981.0,102477580.0,,102477580.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,50.011.565,(226.983),49.784.582,22.194.102,(298.876),21.895.226,50011565.0,-226983.0,49784582.0,22194102.0,-298876.0,21895226.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,17.402.874,(584.381),16.818.493,17.456.794,(571.833),16.884.961,17402874.0,-584381.0,16818493.0,17456794.0,-571833.0,16884961.0
Cam kết khác,Cam kết khác,Cam kết khác,241.320.874,-,241.320.874,234.796.847,-,234.796.847,241320874.0,,241320874.0,234796847.0,,234796847.0
Trong đó: Hạn mức tín dụng chưa sử dụng có thể hiyy ngang,Trong đó: Hạn mức tín dụng chưa sử dụng có thể hiyy ngang,Trong đó: Hạn mức tín dụng chưa sử dụng có thể hiyy ngang,141.140.632,-,141.140.632,116.837.189,-,116.837.189,141140632.0,,141140632.0,116837189.0,,116837189.0
