row_label_raw,row_label_full,STT,Chỉ tiêu,2023Triệu VND,2022Triệu VND,numeric__Chỉ tiêu,numeric__2023Triệu VND,numeric__2022Triệu VND
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,107.087.043,85.103.034,,107087043.0,85103034.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(47.182.996),(31.507.455),,-47182996.0,-31507455.0
03,03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,3.755.974,4.728.291,,3755974.0,4728291.0
04,04,04,"Chênh lệch số tiền thực thu và thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5.171.316,5.910.788,,5171316.0,5910788.0
05,05,05,Thu nhập/(chi phí) khác,175.795,(315.893),,175795.0,-315893.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",2.088.454,2.392.724,,2088454.0,2392724.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(19.473.020),(19.420.404),,-19473020.0,-19420404.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(8.812.622),(3.820.917),,-8812622.0,-3820917.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,42.809.944,43.070.168,,42809944.0,43070168.0
,,,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,,,
09,09,09,Các khoản tiền gửi và cho vay các tổ chức tín dụng khác,10.830.191,(15.609.475),,10830191.0,-15609475.0
10,10,10,Các khoản về kinh doanh chứng khoán,20.590.233,4.888.823,,20590233.0,4888823.0
11,11,11,Các công cụ tài chính phải sinh và các tài sản tài chính khác,156.515,146.687,,156515.0,146687.0
12,12,12,Các khoản cho vay khách hàng,(122.201.268),(184.185.201),,-122201268.0,-184185201.0
13,13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản cho vay",(5.729.160),(3.530.346),,-5729160.0,-3530346.0
14,14,14,Tài sản hoạt động khác,24.508.404,(29.076.495),,24508404.0,-29076495.0
,,,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,,,
15,15,15,Các khoản nợ Chính phủ và NHNNVN,(65.643.979),57.846.700,,-65643979.0,57846700.0
16,16,16,Các khoản tiền gửi và vay các tổ chức tín dụng khác,(22.620.009),125.851.563,,-22620009.0,125851563.0
17,17,17,Các khoản tiền gửi của khách hàng,157.098.507,107.741.381,,157098507.0,107741381.0
18,18,18,Các khoản phát hành giấy tờ có giá,(5.299.998),7.980.446,,-5299998.0,7980446.0
19,19,19,"Các khoản vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",(2.933),(4.409),,-2933.0,-4409.0
20,20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,117.752,-,,117752.0,
21,21,21,Công nợ hoạt động khác,(70.873.949),71.682.513,,-70873949.0,71682513.0
22,22,22,Chỉ từ các quỹ của tổ chức tín dụng,(2.759.436),(2.483.749),,-2759436.0,-2483749.0
I,I,I,Lưu chuyển tiền thuần (cho)/từ hoạt động kinh doanh,(39.019.186),184.318.606,,-39019186.0,184318606.0
