row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệvốn góp(%),Giá gốcTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệvốn góp(%),numeric__Giá gốcTriệu VND
Công ty Liên doanh Hữu hạnVietcombank – Bonday,Công ty Liên doanh Hữu hạnVietcombank – Bonday,Công ty Liên doanh Hữu hạnVietcombank – Bonday,Cho thuê văn phòng,"16,00%",11.110,,0.16,11110.0
,,,,,11.110,,,11110.0
