row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,31/12/2023Triệu VND > 900.956,31/12/2022Triệu VND > 1.253.828,numeric__31/12/2023Triệu VND > 900.956,numeric__31/12/2022Triệu VND > 1.253.828
Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,790.840,1.055.777,790840.0,1055777.0
Vay khác,Vay khác,Vay khác,110.116,198.051,110116.0,198051.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,769.881,49.548.100,769881.0,49548100.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,121.426,371.652,121426.0,371652.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,648.455,455.448,648455.0,455448.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,-,48.721.000,,48721000.0
Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,-,16.512.888,,16512888.0
,,,1.670.837,67.314.816,1670837.0,67314816.0
