row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
"Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên",3.750.787,3.032.953,3750787.0,3032953.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,698.968,21.269.935,698968.0,21269935.0
,,,4.449.755,24.302.888,4449755.0,24302888.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
,,,31/12/2023Triệu VND,31/12/2023Triệu VND,,
Thuế phải trả (Thuyết minh 36),Các khoản phải trả bên ngoài > Thuế phải trả (Thuyết minh 36),Thuế phải trả (Thuyết minh 36),4.847.155,5.306.030,4847155.0,5306030.0
- Thuế thu nhập doanh nghiệp phải trả,Các khoản phải trả bên ngoài > - Thuế thu nhập doanh nghiệp phải trả,- Thuế thu nhập doanh nghiệp phải trả,4.640.788,5.057.074,4640788.0,5057074.0
- Thuế giá trị gia tăng phải trả,Các khoản phải trả bên ngoài > - Thuế giá trị gia tăng phải trả,- Thuế giá trị gia tăng phải trả,56.765,57.075,56765.0,57075.0
- Các thuế khác phải trả,Các khoản phải trả bên ngoài > - Các thuế khác phải trả,- Các thuế khác phải trả,149.602,191.881,149602.0,191881.0
Doanh thu nhận trước chờ phân bổ,Các khoản phải trả bên ngoài > Doanh thu nhận trước chờ phân bổ,Doanh thu nhận trước chờ phân bổ,1.679.559,3.374.817,1679559.0,3374817.0
Phải trả xây dựng và mua sắm tài sản cố định,Các khoản phải trả bên ngoài > Phải trả xây dựng và mua sắm tài sản cố định,Phải trả xây dựng và mua sắm tài sản cố định,825.019,1.014.573,825019.0,1014573.0
Tiền giữ hộ chờ thanh toán,Các khoản phải trả bên ngoài > Tiền giữ hộ chờ thanh toán,Tiền giữ hộ chờ thanh toán,449.533,523.608,449533.0,523608.0
Các khoản khác phải trả khách hàng,Các khoản phải trả bên ngoài > Các khoản khác phải trả khách hàng,Các khoản khác phải trả khách hàng,3.130.640,1.139.739,3130640.0,1139739.0
Các khoản chờ thanh toán khác,Các khoản phải trả bên ngoài > Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,236.224,355.725,236224.0,355725.0
Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Các khoản phải trả bên ngoài > Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,64.528,64.533,64528.0,64533.0
Vay Bộ Tài chính,Các khoản phải trả bên ngoài > Vay Bộ Tài chính,Vay Bộ Tài chính,613.574,707.141,613574.0,707141.0
Phải trả khác,Các khoản phải trả bên ngoài > Phải trả khác,Phải trả khác,611.918,52.756.175,611918.0,52756175.0
,,,12.458.150,65.242.341,12458150.0,65242341.0
