row_label_raw,row_label_full,col_0,col_1,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 tháng đến 6 tháng,numeric__Từ trên 6 tháng đến 12 tháng,numeric__Từ trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
,,,Tài sản,,,,,,,,,,,,,,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",-,14.456.730,-,-,-,-,-,-,14.456.730,,,14456730.0,,,,,,,14456730.0
II,II,II,Tiền gửi tại NHNNVN,-,-,57.936.910,-,-,-,-,-,57.936.910,,,,57936910.0,,,,,,57936910.0
III,III,III,Tiền gửi và cho vay các TCTD khác – gộp,-,-,316.117.997,14.879.251,9.808.511,3.307.399,-,-,344.113.158,,,,316117997.0,14879251.0,9808511.0,3307399.0,,,344113158.0
VI,VI,VI,Cho vay khách hàng – gộp,22.454.453,-,222.467.856,443.847.732,402.182.753,96.683.794,69.386.565,1.382.017,1.258.405.170,,22454453.0,,222467856.0,443847732.0,402182753.0,96683794.0,69386565.0,1382017.0,1258405170.0
VII,VII,VII,Chứng khoán đầu tư – gộp,-,-,9.076.901,5.335.655,12.844.188,15.607.784,77.673.439,25.354.260,145.892.227,,,,9076901.0,5335655.0,12844188.0,15607784.0,77673439.0,25354260.0,145892227.0
VIII,VIII,VIII,"Gộp vốn, đầu tư dài hạn – gộp",-,6.681.190,-,-,-,-,-,-,6.681.190,,,6681190.0,,,,,,,6681190.0
IX,IX,IX,Tài sản cố định,-,7.502.948,-,-,-,-,-,-,7.502.948,,,7502948.0,,,,,,,7502948.0
X,X,X,Tài sản Có khác – gộp,-,35.464.150,-,-,-,-,-,-,35.464.150,,,35464150.0,,,,,,,35464150.0
,,,Tổng tài sản,22.454.453,64.105.018,605.599.664,464.062.638,424.835.452,115.598.977,147.060.004,26.736.277,1.870.452.483,,22454453.0,64105018.0,605599664.0,464062638.0,424835452.0,115598977.0,147060004.0,26736277.0,1870452483.0
,,,Nợ phải trả,,,,,,,,,,,,,,,,,,,
I,I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,205.282.068,4.408.283,766.628,24.212,-,-,210.481.191,,,,205282068.0,4408283.0,766628.0,24212.0,,,210481191.0
II,II,II,Tiền gửi của khách hàng,-,-,778.759.759,207.329.384,211.303.747,197.456.482,6.750.024,-,1.401.599.396,,,,778759759.0,207329384.0,211303747.0,197456482.0,6750024.0,,1401599396.0
III,III,III,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,117.752,-,-,-,-,-,-,117.752,,,117752.0,,,,,,,117752.0
IV,IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,-,-,365,-,-,365,,,,,,,365.0,,,365.0
V,V,V,Phát hành giấy tờ có giá,-,-,30,-,2.000.000,16.728.750,-,1.365.000,20.093.780,,,,30.0,,2000000.0,16728750.0,,1365000.0,20093780.0
VI,VI,VI,Các khoản nợ phải trả khác,-,40.659.566,-,613.574,-,-,-,-,41.273.140,,,40659566.0,,613574.0,,,,,41273140.0
,,,Tổng nợ phải trả,-,40.777.318,984.041.857,212.351.241,214.070.375,214.209.809,6.750.024,1.365.000,1.673.565.624,,,40777318.0,984041857.0,212351241.0,214070375.0,214209809.0,6750024.0,1365000.0,1673565624.0
,,,Mức chênh nhạy cảm với lãi suất nội bằng,22.454.453,23.327.700,(378.442.193),251.711.397,210.765.077,(98.610.832),140.309.980,25.371.277,196.886.859,,22454453.0,23327700.0,-378442193.0,251711397.0,210765077.0,-98610832.0,140309980.0,25371277.0,196886859.0
,,,Lũy kế chênh lệch nhạy cảm với lãi suất,22.454.453,45.782.153,(332.660.040),(80.948.643),129.816.434,31.205.602,171.515.582,196.886.859,,,22454453.0,45782153.0,-332660040.0,-80948643.0,129816434.0,31205602.0,171515582.0,196886859.0,
