row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,276.566.174,240.570.935,276566174.0,240570935.0
"Thương mại, dịch vụ","Thương mại, dịch vụ","Thương mại, dịch vụ",203.769.658,184.009.464,203769658.0,184009464.0
Xây dựng,Xây dựng,Xây dựng,80.863.972,74.855.031,80863972.0,74855031.0
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",54.649.928,58.387.513,54649928.0,58387513.0
"Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản",38.674.229,36.056.472,38674229.0,36056472.0
Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,32.801.140,31.071.441,32801140.0,31071441.0
Khai khoáng,Khai khoáng,Khai khoáng,20.267.709,18.972.138,20267709.0,18972138.0
"Nhà hàng, khách sạn","Nhà hàng, khách sạn","Nhà hàng, khách sạn",19.592.726,18.260.623,19592726.0,18260623.0
Các ngành khác,Các ngành khác,Các ngành khác,531.219.634,474.020.285,531219634.0,474020285.0
,,,1.258.405.170,1.136.203.902,1258405170.0,1136203902.0
