row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,587.571.903.486,539.898.987.737,587571903486.0,539898987737.0
- Dự án Án Khánh - An Thượng,- Dự án Án Khánh - An Thượng,- Dự án Án Khánh - An Thượng,305.876.262.046,258.203.346.297,305876262046.0,258203346297.0
"- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh",140.052.284.410,140.052.284.410,140052284410.0,140052284410.0
- Khu Biệt thư Sư Vạn Hạnh,- Khu Biệt thư Sư Vạn Hạnh,- Khu Biệt thư Sư Vạn Hạnh,130.489.147.466,130.489.147.466,130489147466.0,130489147466.0
"- Dự án chung cư CC1 Dịch Vọng, Hà Nội","- Dự án chung cư CC1 Dịch Vọng, Hà Nội","- Dự án chung cư CC1 Dịch Vọng, Hà Nội",7.843.113.423,7.843.113.423,7843113423.0,7843113423.0
- Dự án nhà N10 Khu đô thị mới Dịch Vọng,- Dự án nhà N10 Khu đô thị mới Dịch Vọng,- Dự án nhà N10 Khu đô thị mới Dịch Vọng,3.311.096.141,3.311.096.141,3311096141.0,3311096141.0
Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,116.887.792.884,74.254.053.373,116887792884.0,74254053373.0
Trích trước chi phí hỗ trợ lãi suất,Trích trước chi phí hỗ trợ lãi suất,Trích trước chi phí hỗ trợ lãi suất,-,812.920.548,,812920548.0
Các chỉ phí phải trả ngắn hạn khác,Các chỉ phí phải trả ngắn hạn khác,Các chỉ phí phải trả ngắn hạn khác,3.140.160.234,4.378.418.217,3140160234.0,4378418217.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,707.599.856.604,619.344.379.875,707599856604.0,619344379875.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả ngắn hạn các bên khác,Trong đó: > Chi phí phải trả ngắn hạn các bên khác,Chi phí phải trả ngắn hạn các bên khác,594.090.534.547,558.917.103.041,594090534547.0,558917103041.0
Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 29.2),Trong đó: > Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 29.2),Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 29.2),113.509.322.057,60.427.276.834,113509322057.0,60427276834.0
