row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm nay > Cổ tức đã công bố và đã trả trong năm,Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm,numeric__Năm nay > Cổ tức đã công bố và đã trả trong năm,numeric__Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),611.509.430.000,611.509.645.000,611509430000.0,611509645000.0
Cổ tức trả bằng cổ phiếu: 61.150.943,Cổ tức trả bằng cổ phiếu: 61.150.943,Cổ tức trả bằng cổ phiếu: 61.150.943,Cổ tức trả bằng cổ phiếu: 61.150.943,Cổ tức trả bằng cổ phiếu: 61.150.943,,
cổ phiếu/244.605.898 cổ phiếu hiện,cổ phiếu/244.605.898 cổ phiếu hiện,cổ phiếu/244.605.898 cổ phiếu hiện,cổ phiếu/244.605.898 cổ phiếu hiện,cổ phiếu/244.605.898 cổ phiếu hiện,,
hửu (năm 2022: 40.767.083 cổ,hửu (năm 2022: 40.767.083 cổ,hửu (năm 2022: 40.767.083 cổ,hửu (năm 2022: 40.767.083 cổ,hửu (năm 2022: 40.767.083 cổ,,
phiếu/203.838.815 cổ phiếu hiện hữu),hửu (năm 2022: 40.767.083 cổ > phiếu/203.838.815 cổ phiếu hiện hữu),phiếu/203.838.815 cổ phiếu hiện hữu),611.509.430.000,407.670.830.000,611509430000.0,407670830000.0
Cổ tức trả bằng tiền: 1.000 VND/cổ,Cổ tức trả bằng tiền: 1.000 VND/cổ,Cổ tức trả bằng tiền: 1.000 VND/cổ,Cổ tức trả bằng tiền: 1.000 VND/cổ,Cổ tức trả bằng tiền: 1.000 VND/cổ,,
phiếu,Cổ tức trả bằng tiền: 1.000 VND/cổ > phiếu,phiếu,-,203.838.815.000,,203838815000.0
