row_label_raw,row_label_full,Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2),Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_1,Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_2,Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_3,Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_4,numeric__Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_1,numeric__Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_2,numeric__Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_3,numeric__Người mua trả tiền trước ngắn hạn (Thuyết minh số 16.2)_4
Bà Nguyễn Thị Xuân Lan,Bà Nguyễn Thị Xuân Lan,Bà Nguyễn Thị Xuân Lan,Người có mối quan hệ gia đình mật thiết với thành viên HĐQT,Trả trước tiền mua bất động sản,98.563.132.275,70.612.822.137,,,98563132275.0,70612822137.0
Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ủy viên HĐQT,Trả trước tiền mua bất động sản,7.437.234.878,3.187.386.378,,,7437234878.0,3187386378.0
Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên độc lập HĐQT kiểm Ủy viên ban Kiểm toán,Trả trước tiền mua bất động sản,5.241.988.223,2.243.315.848,,,5241988223.0,2243315848.0
Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Phó Tổng Giám đốc,Trả trước tiền mua bất động sản,-,1.729.025.835,,,,1729025835.0
Ông Lê Xuân Long,Ông Lê Xuân Long,Ông Lê Xuân Long,Ủy viên HĐQT,Trả trước tiền mua bất động sản,4.825.691.993,2.065.020.474,,,4825691993.0,2065020474.0
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,Trả trước tiền mua bất động sản,7.482.385.319,3.201.989.175,,,7482385319.0,3201989175.0
Ông Phạm Hồng Hiếu,Ông Phạm Hồng Hiếu,Ông Phạm Hồng Hiếu,Kế toán trường,Trả trước tiền mua bất động sản,5.552.346.374,2.375.759.489,,,5552346374.0,2375759489.0
Bà Vũ Thị Hà,Bà Vũ Thị Hà,Bà Vũ Thị Hà,Người liên quan nội bộ,Trả trước tiền mua bất động sản,-,1.223.167.273,,,,1223167273.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,129.102.779.062,86.638.486.609,,,129102779062.0,86638486609.0
