row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2023 > Giá gốc,Ngày 31 tháng 12 năm 2023 > Giá trị hợp lý,Ngày 31 tháng 12 năm 2023 > Dự phòng,Ngày 31 tháng 12 năm 2022 > Giá gốc,Ngày 31 tháng 12 năm 2022 > Giá trị hợp lý,Ngày 31 tháng 12 năm 2022 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2023 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2023 > Giá trị hợp lý,numeric__Ngày 31 tháng 12 năm 2023 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2022 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2022 > Giá trị hợp lý,numeric__Ngày 31 tháng 12 năm 2022 > Dự phòng
Công ty Cổ phầnChứng khoán TiênPhong,Công ty Cổ phầnChứng khoán TiênPhong,Công ty Cổ phầnChứng khoán TiênPhong,181.882.261.055,(*),-,-,-,-,181882261055.0,,,,,
Công ty Cổ phần Tậpđoàn Masan,Công ty Cổ phần Tậpđoàn Masan,Công ty Cổ phần Tậpđoàn Masan,50.916.789.500,(*),-,-,-,-,50916789500.0,,,,,
Công ty Cổ phần Tậpđoàn Đầu tư IPA,Công ty Cổ phần Tậpđoàn Đầu tư IPA,Công ty Cổ phần Tậpđoàn Đầu tư IPA,69.999.189.904,(*),-,-,-,-,69999189904.0,,,,,
Ngân hàng TMCP BảoViệt,Ngân hàng TMCP BảoViệt,Ngân hàng TMCP BảoViệt,49.764.000.000,(*),-,-,-,-,49764000000.0,,,,,
