row_label_raw,row_label_full,Ông Nguyễn Trọng Minh,Phó Tổng Giám đốc thường trực,numeric__Phó Tổng Giám đốc thường trực
Ông Chu Tuân Anh,Ông Chu Tuân Anh,Ông Chu Tuân Anh,Phó Tổng Giám đốc,
Ông Lê Xuân Tuân,Ông Lê Xuân Tuân,Ông Lê Xuân Tuân,Phó Tổng Giám đốc,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,
