row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bị văn phòng,Đơn vị tính: VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bị văn phòng,numeric__Đơn vị tính: VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,244.421.955.098,85.056.611.786,9.328.639.954,4.710.845.471,343.518.052.309,244421955098.0,85056611786.0,9328639954.0,4710845471.0,343518052309.0
- Tăng trong năm,Nguyên giá: > - Tăng trong năm,- Tăng trong năm,-,-,500.000.000,-,500.000.000,,,500000000.0,,500000000.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,244.421.955.098,85.056.611.786,9.828.639.954,4.710.845.471,344.018.052.309,244421955098.0,85056611786.0,9828639954.0,4710845471.0,344018052309.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Đã khấu hao hết,Trong đó: > Đã khấu hao hết,Đã khấu hao hết,10.886.973.053,87.740.736,6.448.199.954,2.367.983.653,19.790.897.396,10886973053.0,87740736.0,6448199954.0,2367983653.0,19790897396.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,56.080.259.593,43.772.404.738,7.868.278.812,4.001.191.316,111.722.134.459,56080259593.0,43772404738.0,7868278812.0,4001191316.0,111722134459.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế: > - Khấu hao trong năm,- Khấu hao trong năm,7.847.596.828,7.324.330.240,336.294.006,431.586.000,15.939.807.074,7847596828.0,7324330240.0,336294006.0,431586000.0,15939807074.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,63.927.856.421,51.096.734.978,8.204.572.818,4.432.777.316,127.661.941.533,63927856421.0,51096734978.0,8204572818.0,4432777316.0,127661941533.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,188.341.695.505,41.284.207.048,1.460.361.142,709.654.155,231.795.917.850,188341695505.0,41284207048.0,1460361142.0,709654155.0,231795917850.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,180.494.098.677,33.959.876.808,1.624.067.136,278.068.155,216.356.110.776,180494098677.0,33959876808.0,1624067136.0,278068155.0,216356110776.0
