row_label_raw,row_label_full,STT,Tên công ty,Trụ sở chính,Hoạt động chính,Tỷ lệ lợi ích (%),Tỷ lệ lợi ích (%)_1,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Tên công ty,numeric__Trụ sở chính,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ lợi ích (%)_1,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
STT,STT,STT,Tên công ty,Trụ sở chính,Hoạt động chính,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,,,,,,,
10,STT > 10,10,"Công ty Cổ phần Năng lượng Agrita – Quảng Nam (""Công ty Agrita – Quảng Nam"") (i)","Số 44 Lê Quý Đôn, thị trấn Khâm Đức, huyện Phước Sơn, tỉnh Quảng Nam","Sản xuất, truyền tải và phân phối điện","97,57%","97,57%","99,98%","99,98%",,,,0.9756999999999999,0.9756999999999999,0.9998,0.9998
11,STT > 11,11,"Công ty Cổ phần Minh Long Đông Sài Gòn (""Công ty Minh Long"")","Số 242 Cống Quỳnh, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh",Hoạt động mua bán nợ,"99,98%","99,98%","99,98%","99,98%",,,,0.9998,0.9998,0.9998,0.9998
12,STT > 12,12,"Công ty TNHH MTV Điện gió Hà Đô Thuận Nam (""Công ty Hà Đô Thuận Nam"") (i)","Thôn Quản Thẻ 1, xã Phước Minh, huyện Thuận Nam, tỉnh Ninh Thuận","Sản xuất, truyền tải và phân phối điện","99,97%","99,97%",100%,100%,,,,0.9997,0.9997,1.0,1.0
13,STT > 13,13,"Công ty TNHH Năng lượng Surya Prakash Việt Nam (""Công ty Surya"") (i)","Thôn Phước An 1, xã Phước Vinh, huyện Ninh Phước, tỉnh Ninh Thuận","Sản xuất, truyền tải và phân phối điện","99,97%","99,97%",100%,100%,,,,0.9997,0.9997,1.0,1.0
14,STT > 14,14,"Công ty Cổ phần Năng lượng Hà Đô (""Công ty Năng lượng Hà Đô"") (i)","Số 8 Láng Hạ, phường Thành Công, quận Ba Đình, thành phố Hà Nội","Sản xuất, truyền tải và phân phối điện","99,97%","99,97%","99,98%","99,98%",,,,0.9997,0.9997,0.9998,0.9998
15,STT > 15,15,"Công ty Cổ phần Điện gió Tiến Thành Hàm Kiệm (""Công ty Tiến Thành Hàm Kiệm"") (i)","Thôn Thanh Thịnh, xã Hồng Phòng, huyện Bắc Bình, tỉnh Bình Thuận","Sản xuất, truyền tải và phân phối điện","28,98%","28,98%","56,00%","56,00%",,,,0.2898,0.2898,0.56,0.56
16,STT > 16,16,"Công ty Cổ phần Quản lý và Kinh doanh Bất động sản Hà Đô (""Công ty Quản lý và Kinh doanh Hà Đô"") (iii)","Số 8 Láng Hạ, phường Thành Công, quận Ba Đình, Hà Nội","Tự vấn, môi giới, dấu giá bất động sản","99,99%",-,"99,99%",-,,,,0.9998999999999999,,0.9998999999999999,
17,STT > 17,17,"Công ty Cổ phần Đầu tư Xây dựng Thủy điện Sơn Linh (""Công ty Sơn Linh"") (i), (iv)","Thôn Gò Đa, xã Sơn Linh, huyện Sơn Hà, tỉnh Quảng Ngãi","Sản xuất, truyền tải và phân phối điện","51,23%",-,"99,00%",-,,,,0.5123,,0.99,
18,STT > 18,18,"Công ty TNHH MTV Hà Đô Ninh Thuận (""Công ty Hà Đô Ninh Thuận"") (ii)","Số 6 Phạm Đình Hồ, khu phố 6, phường Mỹ Bình, thành phố Phan Rang - Tháp Chàm, tỉnh Ninh Thuận","Sản xuất, truyền tải và phân phối điện",-,100%,-,100%,,,,,1.0,,1.0
