row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,182.042.197.612,175.385.023.373,182042197612.0,175385023373.0
Phải thu ngắn hạn từ hoạt động xây lắp,Phải thu ngắn hạn từ hoạt động xây lắp,Phải thu ngắn hạn từ hoạt động xây lắp,16.855.547.002,10.794.548.239,16855547002.0,10794548239.0
Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,3.041.787.635,2.835.118.633,3041787635.0,2835118633.0
Phải thu ngắn hạn từ các hoạt động khác,Phải thu ngắn hạn từ các hoạt động khác,Phải thu ngắn hạn từ các hoạt động khác,39.317.183.803,39.590.739.596,39317183803.0,39590739596.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,241.256.716.052,228.605.429.841,241256716052.0,228605429841.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các khách hàng khác,Trong đó: > Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,212.162.885.695,187.944.912.498,212162885695.0,187944912498.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),29.093.830.357,40.660.517.343,29093830357.0,40660517343.0
Dự phòng phải thu khó đòi,Trong đó: > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(6.808.062.419),(10.817.018.222),-6808062419.0,-10817018222.0
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,,
Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),145.531.351.251,117.901.185.058,145531351251.0,117901185058.0
Các khách hàng mua nhà tại dự án KhuBiệt thự Sư Vạn Hạnh (*),Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà tại dự án KhuBiệt thự Sư Vạn Hạnh (*),Các khách hàng mua nhà tại dự án KhuBiệt thự Sư Vạn Hạnh (*),23.276.227.600,23.276.227.600,23276227600.0,23276227600.0
