row_label_raw,row_label_full,Bên liên quan > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),numeric__Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),numeric__Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),numeric__Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 16.1),numeric__Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 16.1)
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phải trả phí quản lý,3.314.839.267,3.183.448.460,,,3314839267.0,3183448460.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty cùng chung thành viên HĐQT,Phải trả phí dịch vụ thi công,2.019.545.459,2.019.545.459,,,2019545459.0,2019545459.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả tiền mua sàn thương mại,16.355.285.750,16.398.795.750,,,16355285750.0,16398795750.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả phí tư vấn,15.535.008.763,11.453.653.463,,,15535008763.0,11453653463.0
Công ty Cổ phần quản lý và kinh doanh bất động sản Hà Đô,Công ty Cổ phần quản lý và kinh doanh bất động sản Hà Đô,Công ty Cổ phần quản lý và kinh doanh bất động sản Hà Đô,Công ty con,Phải trả phí quản lý,254.900.388,-,,,254900388.0,
