row_label_raw,row_label_full,Bên liên quan > Công ty Hà Đô 1,Mối quan hệ > Công ty chung thành viên HĐQT (đến ngày 16 tháng 9 năm 2022),Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Doanh thu cung cấp dịch vụ cho thuê,Năm nay > -,Đơn vị tính: VNDNăm trước > 166.214.513.797 > 186.231.409.119 > 270.386.574,numeric__Mối quan hệ > Công ty chung thành viên HĐQT (đến ngày 16 tháng 9 năm 2022),numeric__Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Doanh thu cung cấp dịch vụ cho thuê,numeric__Năm nay > -,numeric__Đơn vị tính: VNDNăm trước > 166.214.513.797 > 186.231.409.119 > 270.386.574
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý phải trả,14.091.489.716,16.554.068.202,,,14091489716.0,16554068202.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý đã trả,15.619.162.792,19.594.380.455,,,15619162792.0,19594380455.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Doanh thu cung cấp dịch vụ,247.160.160,3.009.140.164,,,247160160.0,3009140164.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Đi vay,-,4.000.000.000,,,,4000000000.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Thanh toán gốc vay,21.000.000.000,4.000.000.000,,,21000000000.0,4000000000.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Cổ tức được chia,11.244.375.000,-,,,11244375000.0,
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Cổ tức đã nhận,11.244.375.000,4.997.500.000,,,11244375000.0,4997500000.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Thu hồi vốn góp,5.997.000.000,-,,,5997000000.0,
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Doanh thu xây lắp,-,18.401.905.260,,,,18401905260.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Doanh thu tư vấn quản lý,1.869.119.914,1.883.377.271,,,1869119914.0,1883377271.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Tiền thu từ xây lắp,-,7.276.100.975,,,,7276100975.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Đi vay,43.000.000.000,75.000.000.000,,,43000000000.0,75000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Trả tiền gốc vay,20.000.000.000,70.000.000.000,,,20000000000.0,70000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung phải trả,235.271.071.457,189.226.977.421,,,235271071457.0,189226977421.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung đã trả,165.259.141.266,181.594.609.300,,,165259141266.0,181594609300.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Cổ tức được chia,33.000.000.000,-,,,33000000000.0,
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Cổ tức đã nhận,33.000.000.000,4.000.000.000,,,33000000000.0,4000000000.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Doanh thu tư vấn quản lý,1.911.559.327,2.093.792.254,,,1911559327.0,2093792254.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Đi vay,-,70.000.000.000,,,,70000000000.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Thanh toán gốc vay,51.000.000.000,19.000.000.000,,,51000000000.0,19000000000.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Đã thu phí tư vấn quản lý,4.204.089.533,-,,,4204089533.0,
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung phải trả,124.323.107.166,128.683.715.805,,,124323107166.0,128683715805.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung đã trả,103.619.272.260,128.199.927.901,,,103619272260.0,128199927901.0
